time 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994
0.001369863 4.4 10 2.2 5.6 2.8 11.7 18.3 6.7 3.3 6.1 2.2 4.4 8.3 20 12.8 18.3 15.6 -3.9 8.9 20 8.9 6.7 7.2 12.2 1.7 21.1 2.2 5.6 13.3 12.2 15 0.6 10 16.7 7.2
0.004109589 12.2 7.8 0.6 8.9 6.7 15 20 10.6 10 2.2 6.7 10 10.6 10.6 3.3 12.2 10 -5.6 6.7 19.4 3.3 3.3 10.6 8.9 8.3 15.6 7.8 6.1 12.8 8.9 3.9 11.7 11.7 10 5.6
0.006849315 12.8 2.2 9.4 10 13.9 13.9 14.4 13.9 7.8 0.6 3.3 12.8 13.9 9.4 7.2 7.2 15.6 -1.1 1.7 0 6.1 4.4 14.4 7.2 2.8 7.8 10.6 5.6 6.1 8.3 7.2 9.4 16.7 10.6 8.9
0.009589041 2.8 7.8 10 10 10 10 12.8 10.6 11.1 0.6 3.3 17.2 12.8 13.9 8.9 6.1 8.3 1.7 3.9 -5.6 11.1 8.9 14.4 3.3 8.3 7.8 12.8 3.9 6.7 10 11.7 7.2 16.7 16.1 7.8
0.01232877 2.8 10 12.8 6.7 11.7 11.7 10.6 2.8 5 -1.7 7.2 15.6 10.6 10.6 6.1 6.1 -2.2 4.4 8.9 1.7 8.3 -3.3 14.4 8.9 9.4 6.1 12.2 1.7 1.1 5 14.4 8.3 11.7 20 1.1
0.01506849 2.8 12.2 16.1 7.2 13.9 13.9 10.6 8.9 3.9 -0.6 2.2 2.2 3.3 5.6 7.2 8.3 -2.2 4.4 9.4 -0.6 -0.6 0.6 9.4 8.9 7.8 6.1 2.2 12.2 -2.8 10.6 12.8 16.7 10 14.4 1.7
0.01780822 2.8 13.3 10.6 7.2 8.3 14.4 12.2 13.3 2.2 1.7 1.1 2.2 7.2 1.7 8.3 13.3 8.3 3.9 8.3 11.7 5.6 2.8 16.7 10 11.1 7.8 7.2 13.9 -3.9 12.8 11.1 13.9 7.8 9.4 12.2
0.02054795 10 10.6 2.8 5 11.1 20 10 11.7 2.2 2.8 -8.3 2.2 12.8 -0.6 6.1 14.4 8.3 0.6 18.3 15 2.8 1.1 11.1 11.1 6.1 7.2 6.1 11.7 -3.9 20 7.8 11.1 11.7 11.7 15
0.02328767 15.6 5 0.6 13.9 16.7 18.3 9.4 11.1 1.7 11.7 -12.8 6.1 14.4 -1.7 11.1 11.1 -2.8 1.7 15 -2.8 6.1 1.1 2.8 11.7 11.7 3.3 1.7 11.7 -2.8 13.9 6.7 11.1 12.2 10.6 3.3
0.0260274 10.6 10.6 -5.6 16.1 11.7 12.8 6.1 7.2 3.9 3.3 -4.4 6.1 17.2 1.1 14.4 17.2 -3.9 6.7 -11.1 -1.1 6.1 3.9 0.6 8.9 18.3 7.2 8.9 16.1 0.6 3.3 13.9 8.3 10.6 11.1 1.7
