time 1960 1961 1962 1963 1964 1965 1966 1967 1968 1969 1970 1971 1972 1973 1974 1975 1976 1977 1978 1979 1980 1981 1982 1983 1984 1985 1986 1987 1988 1989 1990 1991 1992 1993 1994
0.001369863 1.7 7.2 2.8 5.6 3.3 15.6 18.3 11.1 4.4 7.2 4.4 3.3 9.4 16.1 12.2 16.1 10.6 -5 7.2 13.3 7.8 8.9 5 4.4 3.9 18.9 6.7 5 10 10.6 12.8 2.2 3.3 19.4 6.1
0.004109589 3.3 10.6 0.6 9.4 10.6 19.4 15.6 9.4 2.8 3.3 6.1 11.1 9.4 11.7 5.6 10 11.7 3.3 6.1 15.6 5 6.7 8.9 8.3 7.8 16.1 9.4 2.8 10 10 5 4.4 5.6 12.8 8.9
0.006849315 9.4 7.2 11.1 9.4 16.7 13.3 14.4 11.1 13.3 8.9 5 8.9 10 8.3 16.1 9.4 12.2 4.4 3.9 0.6 7.8 4.4 8.3 7.2 8.3 11.1 10.6 2.8 6.1 13.3 6.1 11.7 10.6 8.3 10
0.009589041 4.4 9.4 11.1 9.4 16.1 12.2 8.9 8.9 10.6 1.7 3.3 11.1 12.8 15 15 8.3 3.9 6.1 8.9 -5.6 11.1 11.7 10.6 5 8.3 8.3 12.8 6.7 1.7 16.1 15 4.4 7.8 10.6 2.2
0.01232877 8.3 11.7 9.4 8.3 13.9 11.7 8.3 3.3 4.4 1.1 5 12.8 11.7 14.4 9.4 10 1.1 6.7 11.7 2.2 1.1 -2.8 15.6 6.7 11.7 3.9 7.8 3.3 3.3 4.4 11.1 6.1 10 13.9 1.7
0.01506849 4.4 11.7 13.3 10.6 10 13.3 12.8 6.1 3.3 4.4 4.4 5 6.1 5.6 17.8 7.8 3.3 5.6 11.1 3.3 -0.6 3.3 10 8.3 7.8 -0.6 0 12.8 -3.9 11.7 12.2 7.2 10 12.8 2.2
0.01780822 7.2 11.7 10 7.8 10 15 12.8 7.8 4.4 3.3 1.7 2.8 5.6 1.7 12.8 12.8 7.2 2.2 10 10 5 6.7 15 11.1 12.2 7.8 7.2 11.1 -3.9 15 8.3 15.6 7.2 11.7 8.3
0.02054795 10.6 10 4.4 6.7 9.4 19.4 12.8 8.9 1.7 7.8 -8.3 0.6 9.4 -1.7 11.1 9.4 6.1 5.6 12.8 12.2 6.7 2.8 20 12.8 6.1 9.4 6.1 11.1 -7.8 13.3 6.1 11.7 13.3 8.3 12.2
0.02328767 15.6 6.1 1.1 15.6 13.9 17.8 8.9 8.9 0.6 10 -11.1 7.8 11.1 -1.1 15.6 18.3 -2.8 4.4 13.3 -0.6 8.3 6.1 4.4 11.7 11.7 3.9 3.3 8.9 0.6 13.9 7.8 3.3 11.1 8.3 -2.8
0.0260274 17.2 11.1 -3.9 13.9 13.3 17.2 12.2 7.2 3.9 5 -3.3 7.8 15 1.1 20 15.6 7.8 1.1 -9.4 1.1 7.8 4.4 6.1 7.2 13.9 4.4 10.6 12.2 0 0.6 13.9 8.9 12.8 6.1 1.1
