time temperature
0.001369863 2.568571
0.004109589 3.405714
0.006849315 1.934286
0.009589041 3.317143
0.01232877 2.894286
0.01506849 3.302857
0.01780822 1.702857
0.02054795 1.873529
0.02328767 1.377143
0.0260274 1.522857
0.02876712 1.825714
0.03150685 3.677143
0.03424658 5.048571
0.0369863 6.225714
0.03972603 4.02
0.04246575 3.714286
0.04520548 5.551429
0.04794521 3.968571
0.05068493 2.917143
0.05342466 3.948571
0.05616438 3.5
0.05890411 4.965714
0.06164384 5.385714
0.06438356 6.677143
0.06712329 5.208571
0.06986301 3.24
0.07260274 4.348571
0.07534247 5.871429
0.07808219 5.114286
0.08082192 4.657143
0.08356164 5.626471
0.08630137 5.782857
0.0890411 4.811429
0.09178082 4.825714
0.09452055 4.011429
0.09726027 4.728571
0.1 4.3
0.1027397 5.011429
0.1054795 5.365714
0.1082192 5.482857
0.1109589 7.082857
0.1136986 7.3
0.1164384 7.317143
0.1191781 8.648571
0.1219178 8.082857
0.1246575 6.735294
0.1273973 6.577143
0.130137 9.057143
0.1328767 9.22
0.1356164 8.66
0.1383562 8.571429
0.1410959 7.117143
0.1438356 8.137143
0.1465753 8.725714
0.1493151 8.448571
0.1520548 8.574286
0.1547945 9.84
0.1575342 10.34857
0.160274 9.791429
0.1630137 9.997143
0.1657534 9.934286
0.1684932 8.174286
0.1712329 7.157143
0.1739726 9.254286
0.1767123 10.31143
0.1794521 10.75143
0.1821918 10.15882
0.1849315 11.70857
0.1876712 12.34857
0.190411 13.03143
0.1931507 12.79143
0.1958904 11.84571
0.1986301 12.9
0.2013699 12.96571
0.2041096 13.00571
0.2068493 13.76
0.209589 12.96286
0.2123288 12.59143
0.2150685 13.61143
0.2178082 13.62
0.2205479 14.18
0.2232877 13.49429
0.2260274 12.82
0.2287671 13.37714
0.2315068 16.13714
0.2342466 16.52571
0.2369863 16.54857
0.239726 13.62857
0.2424658 15.01714
0.2452055 15.47143
0.2479452 15.72857
0.2506849 16.18571
0.2534247 15.08286
0.2561644 15.31714
0.2589041 18.15714
0.2616438 18.85714
0.2643836 20.22571
0.2671233 18.52571
0.269863 18.12286
0.2726027 18.49143
0.2753425 19.70571
0.2780822 18.76
0.2808219 16.78
0.2835616 19.78286
0.2863014 20.01714
0.2890411 21.20286
0.2917808 21.24571
0.2945205 19.97143
0.2972603 19.38286
0.3 20.23429
0.3027397 20.73714
0.3054795 20.4
0.3082192 22.00286
0.3109589 22.46857
0.3136986 22.44
0.3164384 21.34
0.3191781 20.52
0.3219178 19.59714
0.3246575 19.97714
0.3273973 20.06
0.330137 20.22
0.3328767 21.76571
0.3356164 21.27143
0.3383562 22.48857
0.3410959 22.92857
0.3438356 22.65429
0.3465753 22.95429
0.3493151 24.29714
0.3520548 23.43143
0.3547945 24.00286
0.3575342 23.73143
0.360274 23.20857
0.3630137 23.23143
0.3657534 23.65429
0.3684932 25.22857
0.3712329 25.03143
0.3739726 24.32571
0.3767123 24.56286
0.3794521 25.01714
0.3821918 25.19143
0.3849315 24.15714
0.3876712 24.33714
0.390411 24.38857
0.3931507 25.15714
0.3958904 25.45143
0.3986301 25.08857
0.4013699 24.52286
0.4041096 25.4
0.4068493 25.87143
0.409589 25.36286
0.4123288 25.94286
0.4150685 25.25429
0.4178082 25.55143
0.4205479 26.68286
0.4232877 27.12
0.4260274 28.31714
0.4287671 28.46571
0.4315068 28.90571
0.4342466 28.64571
0.4369863 27.40571
0.439726 27.66857
0.4424658 28.85143
0.4452055 29.24286
0.4479452 30.03143
0.4506849 29.76571
0.4534247 28.71143
0.4561644 28.74
0.4589041 29.73143
0.4616438 29.69714
0.4643836 30.67429
0.4671233 31.48
0.469863 30.73429
0.4726027 30.3
0.4753425 31.12286
0.4780822 30.93529
0.4808219 30.81176
0.4835616 31.38235
0.4863014 32.36176
0.4890411 33.17647
0.4917808 34.02353
0.4945205 33.38824
0.4972603 31.77353
0.5 31.84412
0.5027397 32.38824
0.5054795 33.01765
0.5082192 32.12353
0.5109589 31.69118
0.5136986 33.03143
0.5164384 33.08
0.5191781 32.66
0.5219178 32.82571
0.5246575 33.27143
0.5273973 32.92286
0.530137 32.38571
0.5328767 32.14
0.5356164 32.12571
0.5383562 32.94286
0.5410959 33.37714
0.5438356 33.08
0.5465753 33.15429
0.5493151 32.10286
0.5520548 31.30571
0.5547945 32.24
0.5575342 32.40286
0.560274 31.46571
0.5630137 32.05714
0.5657534 32.00571
0.5684932 31.62857
0.5712329 31.81714
0.5739726 32.28286
0.5767123 32.76
0.5794521 32.54706
0.5821918 32.06
0.5849315 31.85429
0.5876712 31.89714
0.590411 32.18857
0.5931507 31.98286
0.5958904 32.06
0.5986301 32.54
0.6013699 32.36
0.6041096 31.79429
0.6068493 31.66286
0.609589 31.10571
0.6123288 31.78571
0.6150685 31.36
0.6178082 30.06571
0.6205479 30.64857
0.6232877 32.13143
0.6260274 31.99714
0.6287671 31.82857
0.6315068 31.88286
0.6342466 31.43143
0.6369863 31.62857
0.639726 31.57714
0.6424658 31.28571
0.6452055 30.77714
0.6479452 31.08
0.6506849 32.10571
0.6534247 30.71429
0.6561644 31.20857
0.6589041 30.57143
0.6616438 31.30857
0.6643836 30.48857
0.6671233 29.78286
0.669863 30.57429
0.6726027 30.18857
0.6753425 29.59714
0.6780822 30.05429
0.6808219 30.67143
0.6835616 30.18571
0.6863014 29.86571
0.6890411 29.17143
0.6917808 29.54571
0.6945205 29.39143
0.6972603 26.90857
0.7 26.36571
0.7027397 25.23143
0.7054795 25.63143
0.7082192 24.37714
0.7109589 26.25714
0.7136986 27.14571
0.7164384 27.24
0.7191781 25.29429
0.7219178 25.09143
0.7246575 24.75143
0.7273973 23.92857
0.730137 24.14571
0.7328767 24.65714
0.7356164 26.16286
0.7383562 25.51143
0.7410959 25.49143
0.7438356 25.13143
0.7465753 25.68571
0.7493151 25.43429
0.7520548 25.68571
0.7547945 23.82286
0.7575342 23.90588
0.760274 23.46857
0.7630137 23.40857
0.7657534 24.35143
0.7684932 23.1
0.7712329 20.95714
0.7739726 22.52286
0.7767123 21.96
0.7794521 23.09714
0.7821918 22.91429
0.7849315 22.63429
0.7876712 21.63429
0.790411 21.18571
0.7931507 20.09714
0.7958904 18.44
0.7986301 18.86571
0.8013699 20.12857
0.8041096 20.50857
0.8068493 21.07143
0.809589 20.97714
0.8123288 19.21429
0.8150685 19.42
0.8178082 19.29429
0.8205479 20.48
