N sim mu_vmp mu_mcmc psi_1_vmp psi_1_mcmc psi_2_vmp psi_2_mcmc psi_3_vmp psi_3_mcmc psi_4_vmp psi_4_mcmc zeta_vmp zeta_mcmc
50 81 0.01139238 0.0114288 0.02884626 0.03325727 0.05013765 0.05088869 0.3192126 0.3178823 1.179503 0.3855715 0.6628671 0.6532975
50 82 0.04249571 0.03955576 0.07375323 0.07919194 0.07753032 0.07730725 0.1017213 0.09162454 1.902414 0.1236429 0.6790337 0.6483837
50 83 0.07332883 0.08730713 0.03003141 0.03394728 0.05818691 0.04773062 1.093233 0.2504929 0.8122864 0.3096322 0.7226166 0.7047933
50 84 0.01829508 0.01795544 0.009935782 0.009942431 0.3937396 0.3703135 0.4536967 0.4129456 1.864708 0.3861331 0.6596692 0.6513473
50 85 0.07697005 0.101889 0.01208764 0.02178583 0.1230672 0.1161516 0.4392723 0.3821216 0.8899772 0.3130822 0.7220455 0.6870908
50 86 0.02111306 0.03412199 0.01141538 0.01733215 0.04698115 0.08351913 0.1210404 0.1380099 1.953655 0.07029516 0.6735176 0.6201473
50 87 0.0191121 0.01723614 0.01370078 0.01053675 0.02763415 0.0214197 0.8033125 0.0515437 1.911904 0.2981895 0.6637084 0.6217718
50 88 0.006282096 0.006407505 0.05349007 0.05453815 0.3359965 0.2691202 0.3450025 0.306602 1.34468 0.3777775 0.6996238 0.6724764
50 89 0.02016384 0.01867838 0.02184988 0.01867736 0.06355439 0.05658476 0.9000971 0.2483759 1.772437 0.3049676 0.6941259 0.6817986
50 90 0.02435428 0.02238484 0.003566366 0.004339644 0.09322296 0.07330666 0.7081863 0.3271736 1.233576 0.2498547 0.6445989 0.6057774
50 91 0.01716882 0.01201258 0.01456157 0.01619083 0.05827836 0.05148475 0.3486629 0.2069085 0.8647155 0.2145341 0.677358 0.6471192
50 92 0.08604666 0.07630629 0.01309679 0.01900483 0.07797307 0.06930671 1.755208 0.5269843 1.869912 0.5131544 0.7369039 0.6787827
50 93 0.005395617 0.01072455 0.03212237 0.02590318 0.07424684 0.06023161 0.0743821 0.0752421 1.325188 0.1524112 0.612437 0.6129464
50 94 0.02778438 0.02542301 0.02943135 0.02957722 0.04679903 0.05981455 0.5213431 0.09740623 0.900751 0.2407123 0.6795339 0.6433254
50 95 0.03126656 0.02222277 0.01368118 0.01479826 0.0375574 0.03872347 0.4856403 0.04607619 0.2213593 0.08658562 0.6425222 0.5938745
50 96 0.01637433 0.01375677 0.01214992 0.01064922 0.0493395 0.06446083 0.1758689 0.1699785 1.977357 0.1005746 0.6493389 0.615404
50 97 0.01580784 0.008813661 0.03628474 0.03108685 0.02850309 0.03456889 0.07511259 0.1314857 1.942393 0.1928406 0.6567882 0.6304375
50 98 0.00821812 0.008488909 0.007192026 0.006091339 0.08182952 0.066471 0.8535608 0.4688742 0.8280294 0.2667912 0.6728269 0.647684
50 99 0.04142159 0.0466317 0.004647668 0.00805938 0.01891567 0.01925072 0.3736502 0.2700259 1.204409 0.2976464 0.7167135 0.6663845
50 100 0.04103482 0.03900983 0.007010988 0.008762008 0.05171681 0.04790837 0.1163246 0.1543402 1.62891 0.1624384 0.6542085 0.6156161
100 1 0.01670675 0.01531071 0.008220598 0.00956678 0.04048363 0.04688183 0.03400323 0.04196099 1.978748 0.09900373 0.6412153 0.6136166
100 2 0.01127125 0.009961497 0.003957285 0.004347792 0.04864156 0.0437391 0.05756245 0.06926787 1.912379 0.1124156 0.64805 0.6216801
100 3 0.007757767 0.007258583 0.008752105 0.008065763 0.01667504 0.02505132 0.03420463 0.0626216 1.758558 0.04824709 0.7853736 0.6160681
100 4 0.01750981 0.01812548 0.03783512 0.03936039 0.04313714 0.05686853 0.3098905 0.1159725 0.2592182 0.1138656 0.7059958 0.6669772
100 5 0.02181548 0.009237567 0.0152052 0.02029579 0.03011023 0.04253575 0.05355525 0.05762212 1.646135 0.07716857 0.6903157 0.642226
100 6 0.02154768 0.01805051 0.01238766 0.01095236 0.05286299 0.04494727 0.9098774 0.3781289 0.9630516 0.3598021 0.6848679 0.6520718
100 7 0.003782129 0.004328081 0.006084608 0.006735941 0.09330029 0.0942399 0.09391129 0.1056102 0.2260246 0.03754899 0.6171877 0.5930754
100 8 0.03358502 0.02660052 0.01593002 0.02079995 0.02231391 0.02941456 0.06925264 0.06290217 1.947873 0.02728145 0.8323355 0.6208943
100 9 0.02035312 0.01892436 0.0146464 0.01283834 0.03196272 0.02731692 0.05419965 0.05410556 0.05024938 0.04106495 0.629868 0.6285013
100 10 0.009472262 0.007114478 0.01402332 0.0146965 0.04286406 0.04121603 0.1161014 0.1580222 1.689306 0.1327146 0.636428 0.605818
100 11 0.01628655 0.01120372 0.007321535 0.00740986 0.1193711 0.1084504 0.139495 0.1269943 1.539222 0.1153334 0.6480931 0.6026598
100 12 0.0115141 0.01051725 0.005614527 0.005037209 0.08867443 0.08226748 0.1383817 0.131801 0.07381545 0.07870938 0.6258392 0.620274
100 13 0.01101518 0.009761282 0.01913577 0.02154122 0.01610107 0.02189377 0.9857167 0.5344345 1.026269 0.5092148 0.7027822 0.6785417
100 14 0.005527052 0.006336379 0.01966554 0.01777348 0.03006687 0.03081032 0.1201908 0.1353364 1.386155 0.1070607 0.654063 0.6386435
100 15 0.0214899 0.02039801 0.0212765 0.01928687 0.03867873 0.03584104 0.118511 0.1141571 1.324488 0.1190124 0.6360668 0.6167833
100 16 0.003327573 0.004571862 0.006733515 0.01511642 0.02562735 0.07126692 0.6990239 0.09796692 0.5790338 0.07717488 0.7025436 0.6411589
100 17 0.01852878 0.01959382 0.01185496 0.01120244 0.0353822 0.03492718 0.08833305 0.07759842 0.0900372 0.07858195 0.6239463 0.6258133
100 18 0.012523 0.00616047 0.006364116 0.004533517 0.03570525 0.03827095 0.05145739 0.06595174 0.03419919 0.04303135 0.6100073 0.6082972
100 19 0.01088541 0.01680859 0.003306529 0.00239965 0.06508856 0.06530296 0.3104189 0.3266132 1.31496 0.3272105 0.6544762 0.6360735
100 20 0.006902155 0.006855204 0.005819824 0.007132766 0.06279595 0.06377973 0.09808165 0.09970735 1.715019 0.06357291 0.6415006 0.6059674
100 21 0.04680826 0.04432646 0.01523454 0.01607358 0.09445498 0.08114121 0.5835103 0.6130958 0.5940584 0.6041879 0.6973172 0.700434
100 22 0.00888592 0.009310161 0.01826873 0.02304246 0.04960422 0.0481212 0.04187923 0.04442888 1.729296 0.07709588 0.6250867 0.5920896
100 23 0.008720045 0.008645174 0.01613887 0.0152082 0.1265786 0.1517673 0.2607548 0.3209935 1.525625 0.1863483 0.6744669 0.6448417
100 24 0.001486585 0.001529859 0.00627915 0.007720912 0.06605864 0.07160127 0.05508737 0.03246371 1.843765 0.1130628 0.6372022 0.6057564
100 25 0.01283914 0.01371983 0.04147593 0.04944267 0.04894221 0.05314231 0.01346569 0.0136392 1.972419 0.02550073 0.6913379 0.6511965
100 26 0.01165169 0.01281766 0.005382438 0.004166849 0.05261776 0.05979859 0.7960922 0.1362871 0.9225944 0.1774435 0.692881 0.6287076
100 27 0.01814253 0.01951314 0.009453103 0.009117402 0.01725902 0.01985105 0.1547513 0.164039 0.1241778 0.1443088 0.6128227 0.6155858
100 28 0.02260382 0.02337155 0.0121844 0.01153631 0.04189386 0.04286237 0.3448976 0.3594404 1.39007 0.347401 0.677598 0.6517746
100 29 0.02737485 0.02285398 0.00452935 0.005059075 0.01653102 0.02002995 0.03460394 0.03967497 0.02468352 0.03505743 0.6340907 0.6193625
100 30 0.01460717 0.01157004 0.0139534 0.01736401 0.03090498 0.03489218 0.4133683 0.4032689 0.4031116 0.3857461 0.6548961 0.6303691
100 31 0.00847379 0.01153275 0.007818369 0.006741662 0.03265626 0.03374366 0.05701073 0.05758615 1.98117 0.03575721 0.6308174 0.6063731
100 32 0.008151479 0.01196227 0.007727129 0.008168881 0.02969745 0.02067997 0.07431945 0.0620394 1.812918 0.05520392 0.6308665 0.5962533
100 33 0.01685567 0.01396535 0.01282556 0.01091383 0.05051166 0.05582462 0.0647372 0.06568643 0.05735929 0.05626134 0.6012562 0.5962148
100 34 0.02304452 0.01140131 0.003849968 0.003688884 0.04376483 0.03594432 0.1547774 0.1672956 1.502346 0.1303057 0.6629382 0.6097655
100 35 0.04665526 0.04335817 0.006584681 0.006910444 0.01097621 0.00933992 0.02738624 0.02801191 1.685344 0.0704526 0.6692989 0.6411312
100 36 0.007352753 0.006270885 0.02144111 0.01999053 0.03245874 0.03206044 0.08864798 0.05629449 0.139252 0.104172 0.6076492 0.5899645
100 37 0.007855584 0.009862064 0.02087458 0.0222594 0.009326284 0.0104226 0.1180965 0.09222407 1.845503 0.1299181 0.6479062 0.6168965
100 38 0.01844462 0.01724938 0.01060659 0.009398387 0.03317391 0.02926237 0.2249374 0.2335972 0.7324027 0.2389066 0.6499755 0.6286153
100 39 0.009390302 0.008415535 0.01205728 0.01117711 0.2884082 0.2643299 0.342167 0.2837682 0.1505877 0.1028385 0.6312048 0.6578003
100 40 0.03336838 0.04613747 0.01047424 0.009618207 0.0147683 0.01302878 0.02658398 0.06172482 1.183744 0.07066322 0.6634315 0.6456759
100 41 0.006011959 0.007519044 0.003872619 0.003478936 0.1217472 0.1130702 0.09238222 0.08020636 0.07972488 0.08496832 0.6245647 0.620137
100 42 0.004833351 0.004948339 0.02205359 0.01871936 0.04687279 0.02135513 0.1323865 0.2297146 0.1892443 0.2511223 0.6727283 0.6366888
100 43 0.03104242 0.02919265 0.03105981 0.03351125 0.0831374 0.08872148 0.07998098 0.07073305 1.534695 0.1349161 0.691551 0.666407
100 44 0.01846045 0.02587413 0.006105435 0.005357303 0.03081946 0.03092848 0.05541768 0.05150192 1.378638 0.06647314 0.6651658 0.6451613
100 45 0.009486789 0.01076315 0.003906443 0.006273746 0.02769401 0.03609762 0.195463 0.08944869 0.2167132 0.130601 0.6486353 0.6167026
100 46 0.0166394 0.02064751 0.003196343 0.002762325 0.01006106 0.006141804 0.1981642 0.1660455 1.134469 0.1452726 0.6510039 0.6285912
100 47 0.02603173 0.02917232 0.003579641 0.002989897 0.01849744 0.02367713 0.09180999 0.07246578 1.57705 0.08764418 0.6303343 0.613995
100 48 0.007195317 0.008173233 0.01299291 0.01362648 0.07824496 0.08552256 0.2935464 0.2893379 0.3373822 0.3436595 0.6482889 0.6480851
100 49 0.03405505 0.02611792 0.009491277 0.009952116 0.0670306 0.06215706 0.239252 0.2010481 1.264695 0.1557371 0.6686906 0.6348279
100 50 0.02896059 0.02375931 0.03395374 0.03310831 0.0310155 0.0283053 0.1881955 0.1486723 0.1720147 0.1362284 0.662248 0.6647863
100 51 0.01015494 0.01203818 0.01652753 0.01730089 0.03655528 0.0393419 0.1581142 0.09433649 0.821829 0.1705083 0.6601188 0.6416087
100 52 0.01150967 0.0114361 0.01782831 0.02017853 0.08862121 0.09227729 0.12697 0.1118587 0.2247653 0.09298491 0.6531456 0.6360043
100 53 0.008614647 0.01150502 0.007527316 0.007026032 0.01515138 0.01188522 0.02976422 0.02884858 0.06307855 0.06408894 0.6007324 0.5957998
100 54 0.03468933 0.03496738 0.02376788 0.02416422 0.02128616 0.02365169 0.06697294 0.08280787 0.06615538 0.07440724 0.6627356 0.6644787
100 55 0.009676795 0.01030106 0.01566496 0.01528286 0.06121192 0.05129318 0.4363246 0.2650008 1.580444 0.2513625 0.6640069 0.6342471
100 56 0.01138796 0.01275092 0.004126774 0.005304173 0.06009044 0.06890837 0.08249392 0.05012321 1.968522 0.1684439 0.6258646 0.5965185
100 57 0.0315473 0.02957519 0.007589794 0.006717927 0.02056062 0.03177846 0.08437162 0.08620192 1.671039 0.1219936 0.6431399 0.6213092
100 58 0.009547583 0.01139723 0.002498256 0.003043208 0.03300979 0.0351944 0.06468827 0.06475105 1.970113 0.1174336 0.6420569 0.6156984
100 59 0.003883192 0.004217669 0.01059144 0.01009272 0.07918194 0.08864458 0.07370722 0.07357566 1.996199 0.03800175 0.6352433 0.6073494
100 60 0.00415177 0.008235449 0.01992612 0.02382595 0.01766515 0.02532626 0.1232297 0.1244969 1.990925 0.05445212 0.6581973 0.6265469
100 61 0.04085353 0.04310273 0.008859824 0.01158528 0.02751762 0.02453741 0.03582279 0.02626378 1.762235 0.03300417 0.6795492 0.6377055
100 62 0.05906204 0.05874286 0.01002318 0.0109115 0.2225053 0.2365179 0.29304 0.2565485 1.317244 0.08756533 0.712973 0.6888138
100 63 0.0302545 0.03175537 0.009282422 0.009390768 0.02404197 0.016581 0.08908763 0.07975605 0.06859652 0.07942616 0.6250186 0.6190875
100 64 0.02053135 0.01613512 0.0204885 0.01737056 0.1264441 0.1287828 0.1056259 0.1184766 1.983636 0.04434346 0.672845 0.6556909
100 65 0.01231627 0.01083516 0.007679804 0.006840113 0.01161111 0.01047291 0.04551348 0.04405918 0.08322179 0.08249912 0.6146251 0.6145227
100 66 0.006265831 0.005264004 0.006392314 0.007201675 0.07417217 0.081098 0.1129507 0.1229148 0.07603753 0.08340469 0.6190715 0.6138066
100 67 0.01282658 0.01044524 0.009610093 0.007305744 0.1592289 0.1478446 0.2725623 0.4178373 1.258455 0.2933174 0.6855208 0.6742715
100 68 0.02322735 0.02035249 0.01056647 0.009645261 0.02055223 0.01732302 0.08167463 0.08171989 1.729219 0.08435672 0.6377568 0.6116447
100 69 0.01796348 0.01303288 0.01207385 0.01250098 0.01509924 0.01333943 0.1493467 0.1127247 1.195705 0.08450929 0.6363612 0.6052445
100 70 0.01108558 0.0101471 0.003421136 0.003054035 0.009663676 0.01580493 0.05438647 0.07952316 0.14019 0.1007685 0.7254333 0.5958597
100 71 0.09925071 0.08647876 0.02022282 0.02335925 0.01136677 0.01272168 0.1704631 0.1691054 0.1287242 0.1443019 0.6936083 0.6871044
100 72 0.007907274 0.007368579 0.005834787 0.005805214 0.01917678 0.01961225 0.09035494 0.1049874 0.08812324 0.1056239 0.6132366 0.6030798
100 73 0.06320727 0.06429603 0.001925419 0.001895582 0.119279 0.1168119 0.3245554 0.3041777 0.2968107 0.2659686 0.6954315 0.6932143
100 74 0.01503142 0.01383629 0.02420451 0.0223468 0.2071847 0.2112347 0.2613437 0.22667 1.636604 0.2436389 0.6729558 0.6612999
100 75 0.01378873 0.02049137 0.006597623 0.006995983 0.02537874 0.02077351 0.04820247 0.04480458 1.289528 0.05815086 0.6086044 0.6014306
100 76 0.01544383 0.01564068 0.005556854 0.00445003 0.03326367 0.0344041 0.052625 0.06161885 0.06640466 0.04446477 0.6422443 0.636001
100 77 0.04056508 0.04026924 0.01205698 0.01222572 0.009980308 0.01167141 0.06152712 0.06082586 0.05505079 0.06832632 0.6201983 0.6169854
100 78 0.0453032 0.05316996 0.01456915 0.01171344 0.1081607 0.1119462 0.1278638 0.1374114 1.827424 0.0782733 0.677051 0.6670864
100 79 0.01222737 0.01496896 0.02653756 0.03016515 0.06306833 0.06563058 0.07054773 0.1020077 0.06461631 0.09711742 0.6697911 0.6606928
100 80 0.01339356 0.003627561 0.00114586 0.00391632 0.1470739 0.1799759 0.4883841 0.3106821 1.250725 0.1850269 0.7037261 0.6439055
100 81 0.007968669 0.0122979 0.01119723 0.01133493 0.05051015 0.03509466 0.09429934 0.0443394 0.1086071 0.08192349 0.6225078 0.607834
100 82 0.008337101 0.008384477 0.0141933 0.008911904 0.02664904 0.02912527 0.06322965 0.03979791 0.08367396 0.05216581 0.656121 0.6212801
100 83 0.01299725 0.01317358 0.004948209 0.004602014 0.05140578 0.05835546 0.09579771 0.09876478 0.1094329 0.1037781 0.6173002 0.6188386
100 84 0.002904174 0.003055318 0.002186391 0.002794284 0.02656396 0.02494036 0.04309421 0.04356569 1.803076 0.1418842 0.6242719 0.604529
100 85 0.03991093 0.03907453 0.01987256 0.01816721 0.06797967 0.05677205 0.1013757 0.09484497 1.553357 0.08956876 0.6696701 0.6444119
100 86 0.01449916 0.01812812 0.006401666 0.008906446 0.03257719 0.02576031 0.03165832 0.02719271 1.423604 0.0408227 0.649076 0.6108262
100 87 0.005967443 0.005559593 0.01007664 0.01074894 0.01026552 0.007953958 0.1793044 0.09463942 0.2074515 0.1282476 0.6311889 0.6134752
100 88 0.04069534 0.06900151 0.002246324 0.002285022 0.05462925 0.04798211 0.08471427 0.07683898 1.711568 0.1679347 0.654978 0.6442276
100 89 0.001912935 0.0009755489 0.005081102 0.004799316 0.02961541 0.02812409 0.103756 0.09438556 0.2675295 0.2273824 0.6033412 0.6049679
100 90 0.008283298 0.006424818 0.0191555 0.0199305 0.06480789 0.05754552 0.1064216 0.06929234 0.5466844 0.1178501 0.6311809 0.6053599
100 91 0.03425071 0.05944203 0.004468472 0.004730234 0.07810478 0.06716482 0.1106348 0.1133322 1.88018 0.07567951 0.659849 0.6419675
100 92 0.01395221 0.0158711 0.01726274 0.01615087 0.03831882 0.02850515 0.1588078 0.1337198 0.2573655 0.1053993 0.6298534 0.6307991
100 93 0.007414063 0.007134692 0.03786994 0.03282591 0.03705577 0.03085816 0.1478873 0.1579687 0.1747372 0.1900126 0.6928317 0.6509487
100 94 0.008528654 0.005670615 0.006958538 0.007839527 0.0234468 0.02565486 0.1477936 0.1213861 0.1411357 0.1233919 0.6215465 0.6142977
100 95 0.03305311 0.03378597 0.00539987 0.004869312 0.02568708 0.02428165 0.07649227 0.05151735 0.07353115 0.04931201 0.6244463 0.6212582
100 96 0.02305891 0.01975465 0.01493474 0.01452987 0.02105119 0.02432413 0.02265591 0.03161828 1.195162 0.1461127 0.6432548 0.6147784
100 97 0.01522365 0.01311481 0.009262622 0.01139321 0.07460424 0.06271364 0.1178725 0.102579 0.1342774 0.1232057 0.6476628 0.6277987
100 98 0.002922628 0.003586708 0.01048314 0.005394701 0.02598134 0.00495767 0.1748585 0.1139605 0.2336171 0.1547506 0.8037401 0.6113242
100 99 0.008831275 0.007102237 0.01720499 0.01970676 0.02835656 0.02696913 0.0315473 0.1386694 1.983713 0.2201988 0.6593045 0.6299835
100 100 0.003403334 0.004980007 0.01016852 0.007530504 0.02519525 0.03912428 0.05042377 0.05666537 0.5803035 0.08693954 0.6221882 0.5993144
250 1 0.004121153 0.004440366 0.001080636 0.001439097 0.01106074 0.01208155 0.1641834 0.04414809 1.696668 0.06505161 0.6519038 0.6081638
250 2 0.005128354 0.006071273 0.006178789 0.006690647 0.01480127 0.01651555 0.02262086 0.02326076 0.01600146 0.01651407 0.62104 0.618399
250 3 0.01974158 0.02409167 0.006225553 0.005790347 0.01384418 0.01366546 0.09475603 0.07463088 0.1449559 0.1290061 0.6281584 0.6359043
250 4 0.002548613 0.002600355 0.001752171 0.001571902 0.008680834 0.009146202 0.007820022 0.06316055 0.02230585 0.07455325 0.5995827 0.604848
250 5 0.01957716 0.01668437 0.00382846 0.003178652 0.01889792 0.0171324 0.03151256 0.02899778 0.07128714 0.06569439 0.6232711 0.6236049
250 6 0.01939613 0.01790415 0.001411411 0.001312881 0.004840649 0.004249365 0.05974107 0.03880251 0.0732863 0.05711109 0.6080088 0.6077449
250 7 0.005154121 0.005674467 0.002271051 0.002357885 0.003968523 0.004631367 0.06565204 0.05063277 0.08303255 0.07216829 0.5962599 0.5960725
250 8 0.005202364 0.005593883 0.006291446 0.006976569 0.01409399 0.01454392 0.1570431 0.1591382 0.1575477 0.1571018 0.6383531 0.6361918
250 9 0.004055902 0.00394467 0.01602931 0.01559123 0.02617853 0.02590895 0.02112928 0.01688319 0.02882895 0.02510429 0.610339 0.6117564
250 10 0.005419863 0.006308622 0.001568439 0.002045466 0.004853483 0.00622075 0.03793895 0.03031275 1.847022 0.02979332 0.6228792 0.5909813
250 11 0.01345457 0.01285845 0.01046628 0.01004156 0.02561765 0.02311526 0.04893276 0.06099307 0.04441544 0.05955375 0.6226735 0.6153334
250 12 0.003694298 0.003319296 0.002245357 0.003090286 0.01774915 0.02295964 0.08004866 0.06232462 0.1001983 0.07840357 0.6167558 0.6069109
250 13 0.006422425 0.006456731 0.002299939 0.001526187 0.1004896 0.0871088 0.1023417 0.09058525 1.917777 0.0334649 0.6445546 0.6077789
250 14 0.003086513 0.00305688 0.00342889 0.003417943 0.008151731 0.007578533 0.05057665 0.08954902 0.04759933 0.08784024 0.6215167 0.6016742
250 15 0.002059498 0.0004390644 0.006160938 0.005097786 0.01166638 0.0107342 0.02270088 0.03065341 0.01481167 0.02557733 0.5999265 0.5968268
250 16 0.003280407 0.003348862 0.0006318071 0.0006555152 0.02093542 0.01696898 0.0372096 0.02299567 0.0300644 0.02343593 0.593102 0.5890918
250 17 0.00557299 0.005273041 0.003909935 0.004134403 0.003289194 0.003373797 0.04417577 0.04219672 1.957062 0.06092042 0.6324759 0.6058591
250 18 0.01533744 0.01429183 0.001426282 0.001952553 0.1748019 0.006316614 0.1851522 0.02395754 1.960032 0.05480879 0.7469285 0.6130526
250 19 0.01343476 0.00949448 0.002327047 0.001841693 0.003609917 0.002936341 0.1324052 0.04149266 0.1426514 0.05095456 0.6075479 0.6000553
250 20 0.004081334 0.004132138 0.0008511582 0.0008844502 0.006888013 0.007824312 0.01596769 0.02008935 0.02614865 0.03110555 0.5983913 0.5960287
250 21 0.003187468 0.003141482 0.001002511 0.001359071 0.02442204 0.0155122 0.2776784 0.04036262 0.2621177 0.04752104 0.7725764 0.5990938
250 22 0.004781872 0.005072225 0.004496802 0.004375196 0.00883131 0.008586051 0.02967693 0.03435051 0.02826003 0.03466751 0.6008797 0.6004641
250 23 0.006400606 0.007123514 0.002591307 0.002694867 0.03603162 0.0383301 0.07791598 0.07924002 1.683664 0.04251935 0.6432428 0.6171507
250 24 0.003097678 0.003500304 0.003171025 0.002906649 0.009485292 0.009295815 0.03249072 0.02205047 1.53895 0.01259492 0.6341477 0.5913255
250 25 0.003625696 0.003843551 0.004669929 0.003981884 0.0430824 0.04633086 0.06888779 0.06877574 0.06063986 0.05661413 0.6945937 0.6111759
250 26 0.02212846 0.02125809 0.0008820947 0.00117085 0.004059292 0.004417065 0.1099909 0.02151597 0.1106615 0.02042029 0.6305582 0.6211958
250 27 0.002377835 0.002504658 0.006362558 0.006846993 0.01679265 0.01585965 0.01222682 0.008899555 0.02740346 0.02516692 0.602305 0.5979498
250 28 0.005943536 0.005660458 0.002853365 0.002828834 0.013621 0.01552684 0.261533 0.1941539 0.2928867 0.2195579 0.5928919 0.6055703
250 29 0.002924415 0.003223915 0.007445033 0.007250744 0.01891567 0.01968315 0.02021148 0.02271631 0.04658886 0.04049906 0.6027516 0.5999902
250 30 0.009153943 0.007331705 0.003707966 0.004819024 0.01688811 0.02404131 0.1303787 0.1160104 1.416466 0.1259787 0.6372531 0.6081884
250 31 0.008907309 0.008864622 0.00820102 0.008782012 0.01327209 0.01272635 0.2536028 0.2235465 0.2353754 0.2062699 0.6314326 0.6235098
250 32 0.002763197 0.002736926 0.01967451 0.02380176 0.08496591 0.03917867 0.03117053 0.02634492 0.1262816 0.06377277 0.7031039 0.6157296
250 33 0.006976594 0.005363922 0.005138091 0.004623161 0.02395449 0.02240692 0.01739969 0.02027825 1.879495 0.02127041 0.6239874 0.5875073
250 34 0.003065654 0.002828055 0.006417532 0.005570088 0.01670924 0.01526605 0.03739972 0.02952151 0.03535099 0.02954506 0.5934716 0.5937339
250 35 0.006022529 0.00593818 0.002602368 0.00272623 0.01032714 0.009340359 0.2280022 0.1937006 0.3533934 0.2073458 0.6320941 0.6236291
250 36 0.008786216 0.004892532 0.001317785 0.0005745463 0.01859952 0.01804407 0.07555633 0.06360362 1.620226 0.0967397 0.6395123 0.6031945
250 37 0.001537507 0.00129918 0.0007751765 0.0006870005 0.007019562 0.007023501 0.01663959 0.02095538 0.01108733 0.0127397 0.5997932 0.5907765
250 38 0.01628009 0.01512899 0.002807427 0.003060813 0.01078255 0.01087518 0.02863953 0.02326105 1.633355 0.05839017 0.6384189 0.6108772
250 39 0.00371882 0.003876914 0.003305153 0.003328272 0.02544731 0.0278574 0.04551503 0.03999312 0.03175486 0.02304415 0.6008677 0.6025487
250 40 0.01383552 0.01370953 0.003328076 0.003806416 0.01571263 0.01234853 0.04122318 0.06975629 0.03967419 0.08125185 0.6557818 0.626623
250 41 0.008483289 0.007894312 0.01128489 0.01164569 0.02461066 0.02549411 0.05647256 0.0696018 0.06117949 0.076528 0.6243911 0.6187616
250 42 0.02340294 0.02007348 0.003405431 0.002964896 0.005973069 0.006585785 0.06100395 0.01901622 0.06221967 0.02139985 0.6345595 0.6205256
250 43 0.004871234 0.005045277 0.004368157 0.003289664 0.04090838 0.01318002 0.07355109 0.04194275 0.2028768 0.1490559 0.6745315 0.5934813
250 44 0.01029121 0.008910022 0.008517008 0.009769553 0.01153665 0.01270637 0.01744928 0.01703129 0.03394426 0.03640671 0.657306 0.614163
250 45 0.001770055 0.001814601 0.005009341 0.0046507 0.01380186 0.01451324 0.0321202 0.03696819 0.03371833 0.03901416 0.6081111 0.6065277
250 46 0.002853432 0.003808705 0.002182211 0.001863706 0.01174313 0.01046136 0.01070439 0.01594726 0.04458652 0.03368578 0.7626729 0.5924005
250 47 0.007765246 0.007453479 0.01112342 0.01101274 0.02992635 0.02803264 0.04243598 0.06208699 0.02827137 0.04801734 0.6481508 0.633137
250 48 0.001446059 0.001424192 0.003972104 0.004579235 0.005716515 0.005333085 0.01483672 0.01550846 0.09093881 0.09182019 0.5969478 0.5919573
250 49 0.009681041 0.009784727 0.002753998 0.002663636 0.0142269 0.01543213 0.01107138 0.01271511 0.01722412 0.01861917 0.6112628 0.6122624
250 50 0.005283515 0.006091305 0.002120292 0.002217812 0.007525732 0.007145622 0.03807842 0.04942098 0.03969859 0.05154231 0.6019969 0.6008357
250 51 0.005158564 0.005483525 0.001136596 0.001015999 0.004055028 0.004114629 0.04262792 0.06106736 0.04686353 0.06624568 0.6030573 0.602729
250 52 0.01021968 0.01245591 0.004853474 0.004440018 0.01837649 0.02376073 0.09066421 0.05151155 0.08515656 0.0377888 0.6259811 0.6164023
250 53 0.000588801 0.0006824398 0.00640153 0.005449467 0.01664779 0.01904043 0.01348529 0.06537636 0.01622228 0.06200122 0.617973 0.5923514
250 54 0.007168865 0.006363944 0.003195372 0.004166011 0.009975653 0.01090012 0.01118139 0.01046318 0.0311656 0.03380478 0.6160692 0.6084674
250 55 0.007135176 0.005142972 0.0009887191 0.001273144 0.003713528 0.00438067 0.01841489 0.01296397 0.03829231 0.03462369 0.6110174 0.591529
250 56 0.0153069 0.02006407 0.004024846 0.004574245 0.008559619 0.009676929 0.02847549 0.01531083 0.05026259 0.03806871 0.6168232 0.6127202
250 57 0.003963034 0.004370922 0.002470325 0.002012276 0.01195009 0.01098605 0.03503678 0.03680855 0.03278425 0.03748569 0.5982854 0.5942056
250 58 0.008661042 0.01023141 0.008885135 0.008235592 0.01014573 0.009783593 0.009802359 0.009405806 0.01317099 0.01484938 0.5997848 0.6015184
250 59 0.00837367 0.007664543 0.002755194 0.002825476 0.006929079 0.006602466 0.05338467 0.03999462 0.06214037 0.04790689 0.6030597 0.6022111
250 60 0.01255848 0.01103724 0.001968307 0.001638725 0.008710357 0.008417566 0.1190913 0.1450109 0.1190259 0.1545692 0.7290362 0.6257888
250 61 0.005295817 0.004032953 0.001561953 0.001888125 0.006127813 0.006134914 0.02754797 0.02424333 0.04713511 0.04376063 0.604456 0.5995735
250 62 0.004267388 0.004191908 0.002320581 0.002170793 0.01003767 0.01057044 0.1622595 0.1480951 0.1648249 0.1480066 0.6153807 0.6158415
250 63 0.01268469 0.01100963 0.001130681 0.00104898 0.002799743 0.002702843 0.03013071 0.03073885 0.02660428 0.02266446 0.6081174 0.6070366
250 64 0.005909761 0.005034165 0.003555371 0.004162399 0.02587472 0.02640682 0.05099133 0.05076525 0.06769471 0.07079115 0.6070184 0.6043577
