N sim mu_vmp mu_mcmc psi_1_vmp psi_1_mcmc psi_2_vmp psi_2_mcmc psi_3_vmp psi_3_mcmc psi_4_vmp psi_4_mcmc zeta_vmp zeta_mcmc
250 65 0.001497761 0.003087854 0.001493589 0.001575812 0.008821989 0.008654899 0.05049844 0.05122152 0.05843486 0.06642155 0.599415 0.5988601
250 66 0.009544366 0.01082624 0.001520325 0.001622866 0.02122533 0.02374239 0.03071934 0.02395201 0.042844 0.03921254 0.6195515 0.6177628
250 67 0.004239883 0.00351823 0.007864384 0.009636535 0.01591461 0.01858746 0.08861036 0.1156017 0.1237052 0.1525707 0.632377 0.6158006
250 68 0.005669043 0.004740064 0.005876604 0.00616588 0.01459202 0.0138611 0.02723169 0.04274436 1.564096 0.05399948 0.6468178 0.6149181
250 69 0.001660888 0.004445879 0.001960224 0.003340189 0.007881801 0.0103399 0.0989158 0.07107287 0.09608482 0.0696276 0.6185046 0.6056525
250 70 0.006298429 0.00589421 0.01400631 0.01031115 0.03254086 0.02871537 0.2507894 0.2994819 0.2667214 0.3098382 0.6371573 0.6296336
250 71 0.001823896 0.001686721 0.001266617 0.0009913135 0.02036054 0.01907151 0.04271904 0.0473123 1.621146 0.09257777 0.6359572 0.6064087
250 72 0.008568461 0.009837857 0.004027858 0.003495575 0.007073001 0.005789781 0.01953033 0.01875516 1.842757 0.03673713 0.6313614 0.5907409
250 73 0.003633795 0.003517543 0.004813618 0.005058278 0.03067743 0.02189557 0.1289609 0.06010422 0.1132201 0.05051914 0.6119917 0.6116365
250 74 0.0009181675 0.001446427 0.00399034 0.003505764 0.007398468 0.007068104 0.03958608 0.03880528 0.01757239 0.02994768 0.6026176 0.6013005
250 75 0.002584655 0.002595703 0.003757896 0.003247678 0.01344094 0.0151862 0.03203616 0.02828361 0.02783294 0.02326428 0.5863743 0.5850567
250 76 0.01529204 0.01684577 0.001793283 0.001294441 0.01717585 0.01416038 0.1059889 0.5770092 0.1286111 0.5785322 0.6490917 0.666339
250 77 0.009854145 0.009583752 0.007001134 0.006988273 0.01989431 0.0208384 0.03899591 0.04304772 1.653237 0.08030197 0.6420524 0.6141228
250 78 0.008968071 0.008896193 0.002622746 0.002660121 0.04407467 0.04269432 0.04416875 0.04383731 0.01995096 0.02243417 0.6054369 0.6049691
250 79 0.01917458 0.01777301 0.005126367 0.005485873 0.004972016 0.006393382 0.2427081 0.2612384 1.148814 0.2807113 0.6481661 0.6213615
250 80 0.002595003 0.002890644 0.002846639 0.002595121 0.01151602 0.01187369 0.02812655 0.009526638 0.05101921 0.0326385 0.6172363 0.5924834
250 81 0.008241449 0.008084741 0.008269465 0.004376243 0.01669018 0.008642045 0.1168231 0.04995534 0.1139838 0.03544407 0.7373405 0.6149143
250 82 0.008444258 0.007672988 0.001696727 0.001778914 0.06311111 0.0653062 0.05350469 0.05454127 1.980495 0.03875952 0.6342169 0.6041756
250 83 0.002473058 0.002086649 0.001506056 0.001676521 0.007449096 0.007248413 0.01343254 0.01238502 0.05279066 0.05397406 0.6063998 0.6075147
250 84 0.008547485 0.008708877 0.002209571 0.002160154 0.01725489 0.01911803 0.06122355 0.04706941 1.742209 0.04799025 0.6286523 0.5952757
250 85 0.007270886 0.0056201 0.002974739 0.001939947 0.02564705 0.02306464 0.02392781 0.02169788 1.953442 0.02112572 0.6270362 0.5849034
250 86 0.007849358 0.006069574 0.002933258 0.002538629 0.01831088 0.01650862 0.07234921 0.1698952 0.08007592 0.1787417 0.6592941 0.6049527
250 87 0.001285467 0.002094136 0.01020626 0.007499317 0.03529067 0.04193733 0.3918641 0.04731435 1.12555 0.05960049 0.8026299 0.6021475
250 88 0.005208175 0.006318351 0.006118684 0.005508834 0.01344653 0.01272949 0.01481991 0.01673716 0.01402121 0.01497656 0.6020747 0.6028549
250 89 0.01075798 0.01050593 0.002193151 0.00221733 0.01296996 0.01185728 0.0768358 0.1239359 0.1082 0.160454 0.6285099 0.6117654
250 90 0.00405871 0.003974933 0.02033185 0.01939336 0.02435847 0.02313994 0.1065515 0.0780886 0.1187623 0.09178286 0.6840844 0.613839
250 91 0.009115641 0.008191741 0.008001692 0.007705975 0.02322813 0.02176641 0.03064438 0.04097181 0.02454314 0.03460712 0.5902602 0.5898666
250 92 0.002295575 0.002713497 0.003143657 0.00257571 0.03218768 0.03163358 0.03437559 0.03582912 0.02399096 0.02518633 0.5999924 0.601111
250 93 0.004611507 0.003886399 0.01049015 0.009791564 0.06699805 0.06779833 0.1015724 0.125478 0.07272616 0.09729013 0.6276246 0.6207471
250 94 0.003062874 0.003443383 0.008773587 0.008068974 0.03374415 0.03394633 0.08687316 0.1358703 0.09077681 0.1310731 0.6151392 0.6094116
250 95 0.008238123 0.00754902 0.001414697 0.001519028 0.009700573 0.009571394 0.02279527 0.02339181 0.04758906 0.04787664 0.5944068 0.5941707
250 96 0.007102647 0.007464461 0.001506423 0.001152433 0.01904142 0.02003904 0.06476785 0.03451273 0.06782376 0.03986462 0.5969073 0.5992396
250 97 0.003139595 0.002856825 0.001886873 0.001369938 0.01808662 0.01676993 0.04402551 0.04196741 0.03899353 0.03389719 0.5900681 0.593816
250 98 0.01240946 0.01283955 0.00215992 0.001667611 0.01599631 0.01442111 0.3608078 0.354426 0.3701539 0.358509 0.6334877 0.6262267
250 99 0.003423311 0.003291563 0.007785401 0.008142307 0.007214212 0.007583099 0.04709148 0.04995234 0.04074752 0.04531824 0.5999046 0.5969864
250 100 0.00147515 0.00121115 0.008885981 0.008118615 0.0289232 0.02812462 0.1889238 0.1393339 0.1624364 0.1135644 0.5897405 0.5986505
500 1 0.003824191 0.003624846 0.001950286 0.002086819 0.0142854 0.01744626 0.03219165 0.03110445 0.0364414 0.03253027 0.6380745 0.5958193
500 2 0.006761049 0.005010905 0.001632236 0.001530961 0.003647956 0.003966408 0.04101512 0.02059861 0.03814443 0.01807186 0.6071974 0.604352
500 3 0.002783022 0.002871797 0.003831088 0.004479714 0.009375241 0.009827302 0.01081542 0.04439575 0.01629489 0.05241604 0.6386982 0.5980209
500 4 0.005089003 0.004632458 0.001700843 0.001636222 0.0105599 0.01083544 0.02752642 0.00642143 0.0501727 0.03157822 0.6197565 0.5990351
500 5 0.001732854 0.001688967 0.002504722 0.002032843 0.01052894 0.009218455 0.02104109 0.01705502 1.783808 0.01888822 0.6425714 0.6052905
500 6 0.00133098 0.00113035 0.0006302068 0.0008020427 0.001707987 0.002162379 0.005813501 0.008220605 0.007088464 0.01211933 0.6023706 0.596317
500 7 0.007871366 0.007421697 0.001128337 0.001130352 0.003445842 0.003584878 0.02639674 0.01200057 0.03554996 0.01993674 0.6076369 0.6059526
500 8 0.001606607 0.001603777 0.002375198 0.002600095 0.01422201 0.01524149 0.04393269 0.03943366 0.0411192 0.03567445 0.6040349 0.6035739
500 9 0.00614188 0.005880082 0.0020086 0.002731425 0.009805328 0.01053356 0.02681421 0.04163539 0.04865492 0.06431545 0.6132289 0.6035766
500 10 0.002851825 0.002779967 0.002229997 0.002303379 0.01431555 0.01570461 0.01811389 0.02648619 0.02088368 0.02820568 0.6201144 0.6026386
500 11 0.002684997 0.003444906 0.009611818 0.00909755 0.01597603 0.0184552 0.01037655 0.0194846 0.01797751 0.02496057 0.6906375 0.6040417
500 12 0.001083179 0.0007394513 0.003968528 0.003985514 0.04903003 0.05132834 0.06372773 0.0533987 0.03833007 0.02610679 0.6065617 0.6028361
500 13 0.001204863 0.00123637 0.001545139 0.001311602 0.01019207 0.008846949 0.009893828 0.009905271 0.0327511 0.03334086 0.5932273 0.5949389
500 14 0.001363085 0.001150904 0.001381374 0.00150574 0.01202094 0.01046163 0.02086927 0.01126825 0.02743772 0.02219055 0.6065576 0.5908956
500 15 0.003059602 0.003669568 0.002792813 0.002919679 0.01011733 0.01033684 0.0391781 0.01308843 0.05400101 0.02767242 0.6041021 0.5961714
500 16 0.003980823 0.004082474 0.002072385 0.001771145 0.01576318 0.01704969 0.004593656 0.00429972 0.0227897 0.02543872 0.5953159 0.594642
500 17 0.001818843 0.001557255 0.0007517152 0.0007664434 0.001952773 0.001471659 0.007840594 0.007824475 0.01420776 0.01394884 0.5875391 0.583902
500 18 0.00358983 0.003480106 0.002039081 0.001979545 0.01575796 0.01584929 0.0303404 0.04618923 0.02433929 0.03985187 0.6107631 0.6047824
500 19 0.001614766 0.001830061 0.0009443664 0.001011222 0.02110929 0.01054246 0.02677801 0.01271735 0.02460171 0.02501356 0.71046 0.6006692
500 20 0.00242869 0.002166177 0.002266726 0.001986946 0.004288578 0.004007744 0.02459794 0.02991892 0.02884954 0.0328014 0.5960053 0.5959198
500 21 0.008694985 0.009264099 0.00107767 0.00134855 0.008414272 0.006775576 0.01149763 0.04256145 0.01922135 0.04023204 0.7458488 0.6035143
500 22 0.001536958 0.001484382 0.002495335 0.002721608 0.007301789 0.006831128 0.0111733 0.008428308 0.01692155 0.01482444 0.5978204 0.5940834
500 23 0.002015503 0.001430176 0.001397904 0.001532771 0.00382701 0.004197197 0.0118998 0.004542255 0.02348885 0.0162879 0.6083765 0.5935782
500 24 0.001728105 0.001596288 0.002810587 0.002584058 0.01101583 0.01009617 0.1642921 0.02561474 0.1617649 0.02247102 0.7305732 0.6053886
500 25 0.002389956 0.002637241 0.001464681 0.001328743 0.00703961 0.006417288 0.01044905 0.009384534 0.03037749 0.02976607 0.5880836 0.5897702
500 26 0.01028434 0.01100862 0.001823507 0.00173522 0.01536067 0.01428381 0.08577984 0.08217732 0.06720151 0.06532039 0.615685 0.6200977
500 27 0.001677285 0.001688483 0.003552316 0.004234786 0.008430731 0.009145059 0.05748955 0.01490471 0.06219256 0.01827027 0.6219877 0.5920394
500 28 0.001626725 0.001751278 0.001593053 0.001560857 0.006134592 0.006944865 0.01039069 0.04790279 0.02530799 0.06041166 0.6478438 0.5953956
500 29 0.003273137 0.003329077 0.001198934 0.001093437 0.01485782 0.01854289 0.06334632 0.02646427 0.05290196 0.01178742 0.6133164 0.6044047
500 30 0.001660574 0.001621715 0.001674632 0.001649075 0.006566472 0.006288483 0.004190484 0.006127272 0.01127306 0.0167444 0.6715297 0.5887152
500 31 0.003260186 0.003405847 0.000800002 0.001207907 0.003776903 0.004859532 0.02542154 0.01346854 0.02377211 0.01059607 0.729096 0.5981466
500 32 0.002618074 0.001507986 0.004034306 0.003126477 0.006184418 0.005377091 0.02434959 0.02470937 0.0500526 0.04921396 0.5963604 0.5965658
500 33 0.001170396 0.00108531 0.001732034 0.001979082 0.004012416 0.004771565 0.008657353 0.01366706 0.01086116 0.01940735 0.6895313 0.5932329
500 34 0.002725045 0.003536093 0.0006445968 0.0006120866 0.006670082 0.007521205 0.04566961 0.04510392 0.0464542 0.04676593 0.6008962 0.6024498
500 35 0.001544527 0.001624731 0.002734316 0.002703712 0.003883418 0.004105311 0.02640597 0.01726537 0.02097133 0.01343469 0.6951022 0.5954234
500 36 0.004038748 0.004240203 0.0004444432 0.0005745139 0.002508575 0.002465333 0.05538868 0.06385614 0.06679444 0.07597844 0.6056293 0.6008304
500 37 0.001350071 0.001238116 0.003510803 0.003697676 0.00590172 0.006471488 0.02837807 0.01311602 0.03699356 0.02089668 0.5937934 0.5905774
500 38 0.00514651 0.004607874 0.002787067 0.002199294 0.02260711 0.01718946 0.2076336 0.03715669 0.313531 0.03810817 0.6600779 0.604245
500 39 0.003627858 0.003757852 0.0018109 0.001611341 0.00687228 0.007146695 0.007793062 0.005815796 0.01368203 0.01298969 0.5917541 0.5926093
500 40 0.002293969 0.002254385 0.002608566 0.002798233 0.008758162 0.008779563 0.03014837 0.02325298 0.02362828 0.01451361 0.5879735 0.5878334
500 41 0.002053773 0.001675664 0.0009844463 0.0014034 0.003286292 0.003873297 0.03193929 0.01511837 0.0409477 0.02872099 0.6015103 0.5937488
500 42 0.00537277 0.004942126 0.0007118415 0.0006782151 0.004650169 0.005266311 0.005244853 0.005537656 0.01698599 0.01730557 0.6010079 0.5998199
500 43 0.002884605 0.002306441 0.002829408 0.002220025 0.009204345 0.008119211 0.003819704 0.002965124 0.01892236 0.01853994 0.591388 0.5918517
500 44 0.00180329 0.002100505 0.0008650135 0.0008781952 0.003483991 0.00341575 0.01278496 0.03010057 0.02477882 0.0467495 0.6151595 0.6006649
500 45 0.001580028 0.001414429 0.001484074 0.0008779729 0.006736821 0.005796868 0.02454396 0.02207757 0.02426436 0.02146406 0.604548 0.6031663
500 46 0.001756395 0.001541829 0.001060475 0.001090685 0.004023798 0.003548736 0.00994355 0.007471545 0.01016148 0.00826398 0.5911049 0.5901528
500 47 0.004452971 0.005303799 0.002052057 0.002367111 0.01197047 0.01213728 0.03330881 0.01956518 0.03976462 0.0247088 0.7075572 0.5998309
500 48 0.003760227 0.004075627 0.0006453437 0.0007632642 0.01630801 0.01933828 0.1626453 0.04086799 0.1667578 0.04106404 0.6193753 0.5964422
500 49 0.002434988 0.002275873 0.006184936 0.005389431 0.01049978 0.009483835 0.01726786 0.0170297 0.03762328 0.03678718 0.5932644 0.5950185
500 50 0.001470889 0.001507779 0.0007131618 0.0007259597 0.01007248 0.01130219 0.03131514 0.03448727 0.03633471 0.03989152 0.5936895 0.5940333
500 51 0.005065246 0.00683942 0.0009804601 0.0008798008 0.004921642 0.004845598 0.1053434 0.08024335 0.1247127 0.09376661 0.6839361 0.6022827
500 52 0.001358534 0.001761246 0.0007460839 0.0009755375 0.001317691 0.001547634 0.007337798 0.01234183 0.0150343 0.01838472 0.6087322 0.5982622
500 53 0.003597016 0.005561695 0.001598904 0.001417176 0.00412101 0.004408357 0.03404909 0.02442266 0.03363637 0.02157041 0.5845193 0.5837409
500 54 0.00209038 0.002098512 0.006212962 0.006948845 0.007382288 0.00686204 0.01784121 0.01522016 0.01754041 0.01640365 0.611736 0.6044015
500 55 0.003388683 0.003214905 0.003170208 0.003399437 0.004332955 0.004763156 0.05383283 0.04245283 0.05123823 0.03996422 0.6002263 0.6010384
500 56 0.01009525 0.01003381 0.001186265 0.001066148 0.04280168 0.04455622 0.06574984 0.06862762 0.03794504 0.03916129 0.6114105 0.6118297
500 57 0.002826247 0.002682814 0.002606445 0.001895377 0.005776386 0.00542383 0.01268045 0.01191441 0.01684539 0.01372361 0.6021412 0.6005544
500 58 0.002858445 0.001917276 0.002277223 0.001520507 0.002751018 0.003616515 0.01522942 0.05399593 0.0190629 0.05798128 0.6275126 0.6012773
500 59 0.001160747 0.001063298 0.004659198 0.00568098 0.0179942 0.01905864 0.02228882 0.02488462 0.02182027 0.02425875 0.6085106 0.6031945
500 60 0.006636388 0.00837622 0.0007949189 0.0007093205 0.02407162 0.02531404 0.03350195 0.03331043 0.0447094 0.04138912 0.6152516 0.6130564
500 61 0.003008163 0.003319582 0.0007774725 0.0008748773 0.00841937 0.007887227 0.008480453 0.01449849 0.01890573 0.02483981 0.5884354 0.5873259
500 62 0.00253189 0.002824368 0.0008257369 0.0008069188 0.005979217 0.004312192 0.03219772 0.08986761 0.04179222 0.1008311 0.643025 0.6050614
500 63 0.005366502 0.005587911 0.001463064 0.001412967 0.02514555 0.02362814 0.06543518 0.0580937 0.06100726 0.05500831 0.6054175 0.6057339
500 64 0.001633502 0.001666855 0.002365469 0.002843591 0.01520292 0.01661222 0.02600173 0.02924916 0.02509634 0.02769364 0.6083764 0.6037941
500 65 0.005688968 0.005847394 0.001611265 0.001582968 0.007459522 0.007290671 0.09593509 0.07345845 0.1115087 0.08959472 0.6010345 0.6035415
500 66 0.01066305 0.008923024 0.005443243 0.00524806 0.01043156 0.01019499 0.01216447 0.01172453 0.05277224 0.05279079 0.703964 0.6105684
500 67 0.00103881 0.001195489 0.00109862 0.001194905 0.04802379 0.0475057 0.05292532 0.05591935 0.02507978 0.03129813 0.6244285 0.6017014
500 68 0.002914171 0.002628831 0.002065815 0.001931663 0.01132739 0.00999013 0.2336134 0.162935 0.2461689 0.1672768 0.6196068 0.6107835
500 69 0.006345668 0.006209667 0.001919011 0.001825776 0.003055143 0.00266108 0.02354945 0.01845704 0.02403475 0.02026769 0.5884015 0.5891238
500 70 0.001480669 0.001492458 0.001514577 0.001532205 0.001543358 0.001196354 0.09422826 0.04236211 0.09891492 0.04577361 0.5842092 0.582458
500 71 0.002957554 0.003035875 0.001720564 0.001909743 0.006937382 0.006214549 0.04441361 0.02316693 0.04857082 0.02831207 0.6974051 0.5929927
500 72 0.001642084 0.001357349 0.003633475 0.003689097 0.0107555 0.0102839 0.04716878 0.04235768 0.04344163 0.03820042 0.5916727 0.5922875
500 73 0.001385416 0.001552998 0.003930605 0.00416936 0.008823368 0.01016831 0.09972872 0.02836562 0.1195012 0.04928938 0.6085264 0.5988645
500 74 0.01158205 0.01198683 0.002028601 0.00211668 0.00549335 0.005517962 0.06304526 0.0152303 0.06782168 0.01971296 0.7029265 0.6047327
500 75 0.001130914 0.001130341 0.0004365647 0.0004506889 0.00128484 0.001166045 0.01752191 0.02056835 0.03118902 0.0351325 0.5933251 0.5942418
500 76 0.002777834 0.002496921 0.002145739 0.002068931 0.0173557 0.01687876 0.01524129 0.01577396 0.02849732 0.03042585 0.5896185 0.5897774
500 77 0.004113961 0.00418846 0.002225324 0.002345691 0.02484675 0.02424963 0.04271232 0.04125851 0.03107502 0.03267356 0.5986398 0.5976834
500 78 0.003340565 0.002920552 0.004121973 0.003225527 0.009068372 0.009486715 0.0168232 0.03895232 0.02142272 0.04165927 0.6046558 0.589911
500 79 0.001466764 0.001438645 0.003992421 0.003034916 0.02210301 0.01926966 0.1068256 0.09166217 0.1096744 0.09532524 0.6148532 0.6158385
500 80 0.002054777 0.00197127 0.0115341 0.01203859 0.01268457 0.01296393 0.01090904 0.01366007 0.02202786 0.02282847 0.6079922 0.6066403
500 81 0.003808972 0.00392746 0.00129101 0.00119634 0.01578586 0.01623351 0.03885997 0.06092835 0.0328384 0.05481488 0.6848785 0.593844
500 82 0.005503938 0.006117774 0.003824227 0.003054065 0.01167876 0.01124014 0.04593797 0.04674354 0.03438116 0.03747171 0.6071657 0.608648
500 83 0.006569045 0.00598926 0.002341315 0.002532819 0.008755644 0.006899742 0.05318784 0.0174198 0.05187307 0.01684119 0.7069655 0.6006355
500 84 0.003490514 0.003204937 0.002242474 0.001595241 0.01409989 0.01282362 0.02039944 0.01424285 0.01213829 0.006193307 0.5949185 0.5915664
500 85 0.001513337 0.001437874 0.001068415 0.001303731 0.005697982 0.004723005 0.04260699 0.0367439 0.0341941 0.02981818 0.5924252 0.5922525
500 86 0.006558285 0.006611966 0.001343116 0.001464526 0.00678941 0.006868081 0.0102911 0.01018334 0.01437201 0.01568053 0.5988197 0.5985199
500 87 0.005830664 0.005372603 0.005688257 0.005259455 0.01302016 0.01029227 0.009530891 0.01760537 0.02342129 0.03514739 0.6338683 0.6124465
500 88 0.004436101 0.005312761 0.001777724 0.002177055 0.009596427 0.009788171 0.01834525 0.008306613 0.02507891 0.01523014 0.5956672 0.5901396
500 89 0.006430012 0.005979792 0.003301138 0.002719336 0.01643166 0.01607753 0.1279944 0.04360992 0.1238957 0.04606838 0.6388508 0.6052844
500 90 0.004526423 0.003540444 0.003517439 0.003138037 0.005982597 0.005285926 0.005868639 0.005024813 0.009958956 0.009322507 0.601887 0.6019543
500 91 0.002876639 0.002542104 0.001147392 0.001097001 0.0039241 0.004132302 0.02624214 0.02023779 0.04049273 0.03426531 0.5896097 0.5896452
500 92 0.003319952 0.003208737 0.001694555 0.001668966 0.01670059 0.01658451 0.008943882 0.02797682 0.02203988 0.03617731 0.6234427 0.6067218
500 93 0.003556475 0.002975901 0.0008979837 0.0007292583 0.00605796 0.008526997 0.01627296 0.01450469 1.844093 0.008600911 0.6241414 0.5990592
500 94 0.002049774 0.002011355 0.005408157 0.005589546 0.009571164 0.009747306 0.04131607 0.08960646 0.04401726 0.09268261 0.6245992 0.6030481
500 95 0.00425647 0.003211295 0.001111231 0.0008291423 0.00924705 0.009228034 0.03996947 0.04971025 0.06253258 0.07207594 0.5985492 0.5944454
500 96 0.001646138 0.001670784 0.00594798 0.00492618 0.008632306 0.007781434 0.05001779 0.04757103 0.08748054 0.0878958 0.5984878 0.6014756
500 97 0.001565802 0.001621743 0.0009025004 0.0009102134 0.00214387 0.00217301 0.005455456 0.02288959 0.009473302 0.02635067 0.61123 0.5915103
500 98 0.002757924 0.002504961 0.0007922503 0.0006557202 0.01610513 0.01551087 0.04011397 0.02878396 0.03641086 0.02582687 0.5944941 0.5921896
500 99 0.001670316 0.0015768 0.004554307 0.004461272 0.008740313 0.008733067 0.01822375 0.01927603 0.02155821 0.02268675 0.5875501 0.5895859
500 100 0.002108846 0.001765055 0.00215995 0.002079465 0.01997894 0.02245755 0.03909997 0.048136 0.03890235 0.04608973 0.6144654 0.6112206
