N sim mu_vmp psi_11_vmp psi_12_vmp psi_13_vmp psi_21_vmp psi_22_vmp psi_23_vmp zeta_1_vmp zeta_2_vmp
100 41 0.01090358 0.02004927 0.03066215 0.01128945 0.001080535 0.005416481 0.004425463 0.4911846 0.5821353
100 42 0.01940509 0.009702601 0.04889163 0.0614701 0.0004383687 0.002474823 0.002644145 0.4264474 0.7342323
100 43 0.02307867 0.001671344 0.02637088 0.02768524 0.0008525901 0.005081757 0.007605772 0.4446457 0.5805351
100 44 0.009072822 0.002179511 0.01525521 0.01530362 0.001137783 0.02112956 0.02339031 0.3961968 0.7399877
100 45 0.001480688 0.001323931 0.03361188 0.05988314 0.0003237778 0.004429965 0.00683758 0.515805 0.5797336
100 46 0.01089641 0.003358019 0.002966178 0.01281808 0.001645989 0.005091647 0.005148867 0.4601469 0.5713952
100 47 0.002944169 0.01797911 0.03424095 0.1251474 0.00198554 0.04045814 1.752486 0.4498172 0.7482672
100 48 0.009585422 0.01064402 0.01733582 0.01256178 0.0007971269 0.01447695 0.01687213 0.4721022 0.5989745
100 49 0.00677742 0.01065162 0.01619789 0.02715706 0.0006972612 0.03192791 0.03374147 0.4712963 0.6086759
100 50 0.01156833 0.007837954 0.01414608 0.0225766 0.0005082581 0.002449666 0.003867464 0.462313 0.5675719
100 51 0.003389202 0.005625004 0.004391985 0.023172 0.001941395 0.003685163 0.003457529 0.3767873 0.5732495
100 52 0.004351075 0.009922449 0.04337481 0.02559236 0.0006223963 0.01690391 0.02079191 0.5364202 0.5701378
100 53 0.02766405 0.02323942 0.02782044 0.009728651 0.0002955584 0.01038298 0.01374546 0.7834572 0.5738472
100 54 0.02058568 0.002693567 0.03202551 0.2872471 0.001111337 1.119981 1.712827 0.5692306 0.7892246
100 55 0.01237731 0.001994608 0.005513195 0.009025726 0.002215697 0.005332364 0.006737486 0.4860106 0.5681433
100 56 0.001092192 0.01131241 0.008337019 0.04236493 0.001163209 0.004578444 0.008843402 0.3565601 0.572717
100 57 0.004389669 0.003004376 0.001996121 0.004271606 0.0003846985 0.01319981 0.01505077 0.3345941 0.5611787
100 58 0.008344566 0.003854221 0.008416688 0.01110913 0.002063649 0.01087305 0.01891016 0.3913795 0.576322
100 59 0.01596881 0.004761754 0.007312823 0.008330898 0.0004867529 0.0038391 1.989378 0.4212358 0.6366727
100 60 0.01939629 0.02755193 0.04118524 0.04013623 0.0005962943 0.003952026 0.006159802 0.4842935 0.7484305
100 61 0.01220885 0.0006465849 0.004427627 0.0107203 0.0005360508 0.0035178 0.007669766 0.7378273 0.5673688
100 62 0.01573882 0.002465762 0.1807565 0.1897371 0.0013793 0.01569124 0.01844289 0.4874823 0.5730108
100 63 0.01602545 0.008873214 0.0118979 0.02562386 0.001423643 0.004288578 0.008347716 0.7946067 0.5870294
100 64 0.01393642 0.008824277 0.01173593 0.007541651 0.0007255293 0.003051159 0.006017563 0.7601023 0.5663916
100 65 0.001981767 0.004779866 0.00714163 0.009026779 0.001051337 0.004935404 0.005570652 0.4176168 0.5903626
100 66 0.02064789 0.01499047 0.02271492 0.0183258 0.001087322 0.003518637 0.006413556 0.4163424 0.5740673
100 67 0.009560296 0.02626957 0.06470003 0.05621423 0.0003820747 0.003512131 0.004993954 0.4891203 0.5641735
100 68 0.02552082 0.003286018 0.002798412 0.007814012 0.0009900058 0.01011786 0.01419703 0.4815772 0.5686804
100 69 0.034978 0.001469342 0.01557401 0.0176035 0.0006613555 0.003829927 0.008753245 0.4694153 0.5623926
100 70 0.004343818 0.002238867 0.004904837 0.01001219 0.001317371 0.00264772 1.992127 0.3864787 0.7463716
100 71 0.01061851 0.005197178 0.0136413 0.01387071 0.0006192146 0.03162324 0.03391806 0.3768619 0.6394088
100 72 0.00514474 0.00426007 0.08642133 0.09334688 0.000475019 0.005934954 0.007885047 0.5171902 0.5536192
100 73 0.002593947 0.001492515 0.01347916 0.02325159 0.0003808522 0.006551077 0.01099413 0.4117431 0.5853366
100 74 0.02065682 0.01325773 0.02026497 0.0168463 0.0002776825 0.003549217 0.005623152 0.4546763 0.5674919
100 75 0.003210247 0.003811712 0.05084697 0.04828573 0.001676981 0.02882948 0.03047567 0.4063471 0.8449947
100 76 0.003733515 0.005347967 0.008528282 0.005173624 0.0005237385 0.008383236 0.01304433 0.3349552 0.6326647
100 77 0.0130178 0.003495852 0.02176836 0.009622589 0.0003815187 0.003261437 0.006742213 0.400808 0.5622728
100 78 0.0007427802 0.004079656 0.03856631 0.06142533 0.0006143914 0.003043846 0.006112228 0.44325 0.5638108
100 79 0.03156534 0.006015763 0.01608214 0.01281226 0.0008214033 0.005308802 0.009731474 0.5225053 0.5618188
100 80 0.01401063 0.01258795 0.02056203 0.02417236 0.004094218 0.004572738 1.845907 0.3854481 0.635028
100 81 0.01567709 0.01951158 0.01884753 0.007640543 0.00344358 0.00630906 1.985499 0.4845043 0.6362066
100 82 0.02637012 0.0170677 0.03176577 0.02879509 0.0005006296 0.002981219 0.003721007 0.4824316 0.5668948
100 83 0.001295841 0.002480117 0.009206692 0.01726853 0.000362966 0.005191778 0.0145649 0.4223614 0.5724675
100 84 0.03347995 0.004992144 0.009542797 0.009155678 0.001416856 0.003900016 0.007934089 0.4750344 0.5629244
100 85 0.01758194 0.005431975 0.007358854 0.01890306 0.000388613 0.00375886 0.00580864 0.4228745 0.5912631
100 86 0.007117117 0.003650329 0.01424985 0.02151048 0.0009611654 0.003088659 1.974753 0.4161173 0.6305536
100 87 0.001385781 0.003752833 0.1331851 0.125047 0.001365508 0.003795643 0.006371984 0.541401 0.563839
100 88 0.0104035 0.005794627 0.05977478 0.06407588 0.0008635332 0.002943048 0.006669835 0.4244932 0.566723
100 89 0.02014396 0.0007945279 0.001938643 0.0307424 0.0017656 0.004513007 0.005362012 0.433339 0.553067
100 90 0.004098148 0.02989886 0.03034491 0.00684843 0.0008374728 0.003602351 0.005258869 0.8120108 0.5768465
100 91 0.003625006 0.02194724 0.02107108 0.02917584 0.0007242223 0.005668517 0.004718659 0.5259482 0.5595408
100 92 0.009599447 0.001248666 0.0100823 0.01110191 0.0009091669 0.00617209 1.961026 0.3730339 0.8553697
100 93 0.04293242 0.004308054 0.004642012 0.007790393 0.0007451149 0.002184221 0.004177281 0.4908179 0.566217
100 94 0.01792936 0.003641726 0.009268915 0.04958981 0.001218695 0.01908576 0.02142113 0.7454718 0.6008685
100 95 0.03815632 0.00218513 0.001753122 0.01212167 0.001051245 0.006782792 1.953773 0.4514075 0.6297813
100 96 0.08588858 0.007429108 0.01375527 0.01683621 0.0003355581 0.003034322 0.006210849 0.5997083 0.5628345
100 97 0.01317399 0.0009878052 0.01350528 0.02607145 0.0003936819 0.003216216 1.988409 0.3895091 0.6385043
100 98 0.00512017 0.00339954 0.02834236 0.04750654 0.0007280138 0.002120005 0.002788652 0.3906066 0.5965176
100 99 0.02532769 0.007941448 0.0749176 0.06985787 0.0003482282 0.01647658 0.02194262 0.5096528 0.5975478
100 100 0.01087154 0.003070088 0.004618263 0.005889316 0.001686067 0.003502013 1.994301 0.4783682 0.6339545
