N sim mu_vmp mu_mcmc psi_11_vmp psi_11_mcmc psi_12_vmp psi_12_mcmc psi_13_vmp psi_13_mcmc psi_21_vmp psi_21_mcmc psi_22_vmp psi_22_mcmc psi_23_vmp psi_23_mcmc zeta_1_vmp zeta_1_mcmc zeta_2_vmp zeta_2_mcmc
50 21 0.01941251 0.01956708 0.00146661 0.001596502 0.0643249 0.05530069 0.0695626 0.06607577 0.003353125 0.00276556 0.01620336 0.01389274 1.982588 0.01894593 0.4826109 0.4229315 0.6401801 0.5624286
50 22 0.006165714 0.008839817 0.007403992 0.01203903 0.05872963 0.03553209 0.05414368 0.02658175 0.001095184 0.001025231 0.00669725 0.002240885 0.01275447 0.007836339 0.432278 0.4291029 0.5883886 0.5642243
50 23 0.01291068 0.01048187 0.007466176 0.004596154 0.0653711 0.1045904 0.05474893 0.08626814 0.0007238848 0.0008836247 0.01209158 0.009956515 0.01498674 0.01335694 0.5031333 0.4349369 0.6451131 0.5718908
50 24 0.02019807 0.02353526 0.0069603 0.00532695 0.01142905 0.01623252 0.01426922 0.02049732 0.001906373 0.001958665 0.008832145 0.008585306 1.980993 0.01194985 0.7520132 0.4478054 0.6256639 0.5528131
50 25 0.02724691 0.02719393 0.04946626 0.05739396 0.08186891 0.08867622 0.04162528 0.03895697 0.001941882 0.001471617 0.00387151 0.003775899 1.963206 0.009142077 0.5397167 0.5331547 0.7693845 0.5593519
50 26 0.008103033 0.009592225 0.006455211 0.007016255 0.03167552 0.02902662 0.04855874 0.04268153 0.002445132 0.001961076 0.014707 0.01154525 0.02113863 0.01749883 0.3887015 0.3763169 0.5757119 0.5674677
50 27 0.03693934 0.02314938 0.02265846 0.02363203 0.07795111 0.08326519 0.05831509 0.06009859 0.001207415 0.001380386 0.006654127 0.005826051 0.01333899 0.01231226 0.5005642 0.4854234 0.5735413 0.5696759
50 28 0.05932941 0.05313701 0.0148039 0.01654692 0.04245429 0.03713041 0.03426493 0.03446633 0.001323676 0.0008947358 0.005309585 0.005564683 1.991268 0.01226372 0.5281944 0.5260048 0.7564737 0.5509364
50 29 0.03213903 0.03467949 0.009420846 0.004468662 0.1015261 0.1178308 0.1048925 0.1210134 0.004565852 0.004344721 0.006605895 0.01165912 0.01543392 0.01760911 0.5335312 0.5048878 0.6114441 0.5620877
50 30 0.02046309 0.01961532 0.01786384 0.01836679 0.0271809 0.02698526 0.1372173 0.1409418 0.0006557387 0.000824464 0.006629597 0.006780763 0.01219192 0.01273597 0.4482123 0.4430217 0.5967275 0.5829887
50 31 0.03622242 0.0286944 0.03648069 0.015487 0.1046091 0.1232811 0.08796738 0.1393377 0.002169869 0.001584384 0.01007314 0.007995281 0.01608528 0.01472581 0.5912865 0.5400577 0.6546392 0.5529211
50 32 0.02586 0.01743394 0.006227407 0.006744356 0.05230775 0.03785362 0.06544225 0.05290961 0.002120332 0.002788887 0.004835214 0.004803495 0.005993506 0.005941659 0.4893838 0.4342491 0.5782538 0.5642372
50 33 0.009062518 0.01236636 0.01868138 0.02163406 0.03220194 0.05162918 0.03605885 0.05113611 0.0007190115 0.0007260642 0.00379415 0.002664761 1.998321 0.02010384 0.4772299 0.4706011 0.7023759 0.5594553
50 34 0.006037249 0.004357972 0.04114996 0.05999887 0.04068754 0.04951058 0.01931663 0.02498068 0.004880423 0.004418841 0.006959573 0.005840503 1.983745 0.01339355 0.5239648 0.492785 0.6426609 0.5662565
50 35 0.009496747 0.009358316 0.007461277 0.008081256 0.009421131 0.01052901 0.01563009 0.01465978 0.004682456 0.002969783 0.005314701 0.00912352 0.01323223 0.01582038 0.3892851 0.3457681 0.6384349 0.5743958
50 36 0.02220382 0.01848538 0.001932135 0.003134915 0.01016142 0.01376502 0.01500203 0.02087175 0.0006810869 0.001339717 0.01023676 0.00452442 0.02102956 0.01477779 0.4427095 0.4361901 0.7710516 0.5643752
50 37 0.007617537 0.005307799 0.01088698 0.01104912 0.05053931 0.05943249 0.06102944 0.063643 0.001649208 0.001523563 0.003265845 0.003716696 1.945812 0.01252329 0.4318767 0.4188051 0.640041 0.5648893
50 38 0.01586321 0.0126119 0.01548551 0.01251844 0.01506609 0.01593515 0.01844127 0.01754059 0.002992769 0.003196965 0.007721516 0.008718509 1.979993 0.01075461 0.4461512 0.4176322 0.6471106 0.5628416
50 39 0.04263863 0.02956603 0.006510173 0.01025093 0.01423563 0.01760308 0.03884878 0.03879179 0.0008755525 0.0006603056 0.005068072 0.005143241 0.007050318 0.007073427 0.4921071 0.4580979 0.5734594 0.5587115
50 40 0.008765704 0.007012129 0.02097275 0.03370744 0.0409434 0.05291583 0.07082098 0.07923003 0.001491577 0.001405679 0.00225067 0.008619023 0.01237193 0.01956417 0.4913366 0.4706406 0.7313136 0.5662901
50 41 0.02445078 0.01872636 0.02752208 0.0211848 0.08374826 0.07684205 0.07142864 0.0742933 0.0004514532 0.000451335 0.00478902 0.004975968 1.96245 0.008443053 0.4879264 0.4895706 0.7890511 0.5605082
50 42 0.01151314 0.009984501 0.005997774 0.006836823 0.01145619 0.01138239 0.006564878 0.008504255 0.0008487444 0.0006724432 0.004718652 0.003766935 1.980399 0.01372271 0.3805044 0.3493726 0.6422248 0.5632156
50 43 0.076778 0.06824238 0.0009162652 0.001565587 0.05303408 0.057629 0.06628937 0.07006102 0.0007973757 0.0010004 0.01834291 0.009763213 0.02479202 0.0162573 0.5449291 0.5448872 0.580152 0.5741277
50 44 0.003909044 0.004167121 0.007196299 0.008423379 0.03499947 0.03462789 0.06506169 0.0777229 0.001816376 0.002164691 0.008807693 0.007134848 1.992025 0.02306932 0.3776773 0.3780169 0.6388753 0.5665826
50 45 0.03109548 0.02357239 0.0287489 0.02581387 0.02131541 0.01872706 0.01498743 0.01829208 0.001389313 0.002000656 0.005791282 0.01361403 0.01775696 0.0246045 0.48847 0.458074 0.7454264 0.555735
50 46 0.006024159 0.02003115 0.002389853 0.002761769 0.03165759 0.03368078 0.01888186 0.01640582 0.002179419 0.002219398 0.009929384 0.009024085 1.955325 0.008553613 0.4012039 0.4167523 0.6472967 0.5642522
50 47 0.01006884 0.009035502 0.004582191 0.004513091 0.1062199 0.1291725 0.1395016 0.157915 0.002766614 0.003086859 0.01297461 0.01971407 1.935808 0.02302864 0.4414759 0.4665753 0.6515151 0.5724612
50 48 0.069502 0.05611097 0.02617103 0.02833607 0.1935162 0.1834883 0.2133149 0.1946804 0.0009143172 0.0007779399 0.007067821 0.005819882 1.961127 0.00773903 0.5833493 0.5814422 0.6474277 0.567295
50 49 0.03623313 0.03756194 0.02018868 0.0120025 0.02756482 0.02782597 0.06113863 0.0446353 0.01128126 0.0027 0.01112722 0.003242736 0.006846861 0.008108359 0.4917653 0.4785642 0.8607141 0.5587625
50 50 0.02918419 0.02471585 0.004748466 0.008216813 0.0417241 0.06048403 0.1134658 0.1157487 0.002167652 0.002548505 0.007009346 0.00383096 0.008247221 0.004941513 0.492752 0.4390601 0.6278919 0.5798431
50 51 0.01712031 0.01942111 0.05706968 0.07725958 0.0648984 0.08359482 0.0864549 0.08740975 0.001045995 0.001216827 0.008703867 0.00661563 1.752599 0.01535992 0.5239315 0.5135086 0.661723 0.5866293
50 52 0.0650359 0.05617181 0.006288976 0.006036839 0.01637658 0.03413795 0.03470126 0.04763066 0.00153956 0.001183417 0.02646957 0.005429235 0.03237931 0.01017994 0.714719 0.525123 0.6236699 0.5652557
50 53 0.03409065 0.03279103 0.001677008 0.002120565 0.01465263 0.0172132 0.01695635 0.02251619 0.0008782595 0.0009167642 1.388906 0.01593769 1.387907 0.01858636 0.4770083 0.446805 0.842839 0.5660787
50 54 0.01619437 0.02401819 0.0109748 0.01173855 0.04282977 0.04668408 0.08281254 0.07312439 0.001493319 0.001268032 0.008254554 0.007188666 0.02029183 0.0195097 0.429025 0.4536998 0.5725973 0.5695074
50 55 0.01751328 0.01390548 0.02867253 0.01910135 0.05657156 0.04184005 0.08577283 0.06003184 0.001838864 0.001972542 0.008446891 0.008614433 0.01491905 0.01582218 0.5009669 0.4539113 0.691226 0.5755498
50 56 0.03208086 0.03408468 0.04973906 0.01262483 0.1028599 0.03769908 0.1194256 0.03213964 0.003524207 0.003318488 0.01135421 0.008756832 0.01466041 0.01213559 0.5006294 0.4905765 0.5736144 0.5666744
50 57 0.01408711 0.01094443 0.01453858 0.01445028 0.04280325 0.04161994 0.06650669 0.06035714 0.0007535002 0.0007474615 0.01614493 0.006054617 0.0226009 0.01247253 0.4794069 0.4383615 0.6250764 0.5626187
50 58 0.02505399 0.01768858 0.0301735 0.02581224 0.01954116 0.01842464 0.1263925 0.1324819 0.003300294 0.002765489 0.01739408 0.005595855 0.02148723 0.01007546 0.4749672 0.4496356 0.9204268 0.5803192
50 59 0.002999751 0.003621466 0.002733928 0.002794719 0.02110313 0.01326166 0.03032591 0.03229521 0.002886188 0.002687937 0.004871367 0.005032536 0.01225067 0.01218781 0.3854025 0.3386273 0.5604832 0.5592215
50 60 0.004533725 0.0115664 0.009239402 0.004394039 0.01969206 0.01978156 0.03779069 0.02794807 0.001402229 0.0003996459 0.00723107 0.006474386 0.01264605 0.01326054 0.358991 0.4013865 0.6906053 0.5736828
50 61 0.02550696 0.03053705 0.01666523 0.01936088 0.09760272 0.07339705 0.082312 0.08139001 0.002790558 0.001540671 0.004218555 0.00356635 0.01388526 0.01336984 0.4823451 0.4964635 0.5555564 0.5540064
50 62 0.08161096 0.09392159 0.003217889 0.002964175 0.01163369 0.01477474 0.01318469 0.01500875 0.0006036364 0.0004994694 0.004206326 0.004474397 1.997266 0.01070002 0.5603545 0.5719797 0.638635 0.5595316
50 63 0.01527164 0.01531507 0.02173562 0.0236511 0.04894317 0.04107333 0.04725205 0.03211597 0.00206334 0.001106084 0.006011123 0.01430501 0.01089176 0.01943992 0.4899314 0.4248276 0.7419501 0.5661293
50 64 0.007551273 0.003550074 0.03147765 0.03205788 0.02080702 0.02363353 0.0250468 0.0241037 0.0008340986 0.001812179 0.004896161 0.00597419 1.981682 0.01977039 0.4394061 0.4297318 0.6741469 0.5671329
50 65 0.01668141 0.0182429 0.003097514 0.004016268 0.00721583 0.006800182 0.04327961 0.04015791 0.003148317 0.002346329 0.004007328 0.005310159 1.991722 0.01032272 0.3866728 0.3869162 0.6425392 0.5608822
50 66 0.04977409 0.04208386 0.0254409 0.0229612 0.09790793 0.1036592 0.07880466 0.07281086 0.003133274 0.002985706 0.00622045 0.006647209 1.99513 0.01251781 0.5307504 0.5274175 0.6486691 0.5784804
50 67 0.01872166 0.01858455 0.006829971 0.006763505 0.01789744 0.02362596 0.01671558 0.02443167 0.002125648 0.002343736 0.0235861 0.02599307 1.989216 0.02384089 0.4571894 0.4331091 0.6407046 0.5642639
50 68 0.01366408 0.01126972 0.13335 0.1368691 0.1074285 0.111675 0.03699774 0.03628489 0.001599308 0.002323421 0.006684588 0.01828615 0.0116201 0.02140612 0.5914311 0.5943278 0.7603106 0.5570781
50 69 0.02815567 0.01217667 0.001372287 0.001688034 0.008218972 0.009858663 0.04033043 0.04524914 0.002148806 0.001994104 0.004162621 0.004089056 1.969728 0.009064309 0.4810923 0.3988444 0.6466699 0.5643885
50 70 0.03545482 0.04337345 0.01430585 0.01708628 0.01063756 0.01040454 0.014041 0.01382406 0.00188008 0.00188972 0.004794503 0.004372923 1.988279 0.008673654 0.4634635 0.47545 0.7710319 0.5687882
50 71 0.02667646 0.0282157 0.0009287064 0.001795522 0.07221171 0.03893683 0.08670888 0.05410085 0.003164982 0.00288128 0.009095146 0.004765038 1.968916 0.01225935 0.4557862 0.4650228 0.6436581 0.56594
50 72 0.05273389 0.05650719 0.009721052 0.008195642 0.02091223 0.01776222 0.02542823 0.02302014 0.001691765 0.001900237 0.007410982 0.006566316 2.000721 0.01746973 0.5144869 0.5182986 0.6420251 0.569567
50 73 0.01099356 0.009540071 0.006938471 0.005881894 0.01743651 0.02251041 0.01868366 0.0163417 0.001428853 0.0009997606 0.03499586 0.02751687 1.890847 0.02378635 0.3814261 0.3628508 0.64189 0.5584857
50 74 0.004435287 0.004778663 0.002998609 0.002716655 0.0259002 0.02190495 0.04451697 0.04334221 0.001385055 0.001070826 0.008587532 0.008282624 0.01240521 0.01158762 0.3460131 0.3513359 0.5611046 0.5581968
50 75 0.01360244 0.01417983 0.01216163 0.008887951 0.02863423 0.02479921 0.01494495 0.01890167 0.0006432261 0.0006214353 0.02369198 0.002578128 0.03732191 0.01742673 0.4190278 0.4111629 0.6881559 0.5655321
50 76 0.011898 0.0186341 0.004391099 0.003499219 0.01171383 0.01121055 0.01600359 0.01528215 0.001235401 0.001212899 0.004948053 0.003864437 1.996336 0.008817001 0.3659588 0.4045913 0.7448585 0.5527311
50 77 0.02099775 0.01372599 0.01068614 0.009596453 0.04165618 0.04929324 0.05547663 0.074176 0.006951756 0.006080644 0.009569536 0.008635216 0.009432748 0.009998298 0.494254 0.4599034 0.5524448 0.5581692
50 78 0.002905529 0.006448188 0.03060976 0.02400319 0.03769927 0.03346985 0.06145908 0.05092876 0.002259562 0.002029639 0.00935164 0.008218627 1.873213 0.01506126 0.4263884 0.4362134 0.6370552 0.5558282
50 79 0.008718106 0.01263264 0.004522862 0.005670939 0.02233389 0.02372841 0.04068936 0.04327323 0.002640277 0.0009151067 0.007522127 0.003634317 0.01714406 0.01480385 0.4212925 0.4040714 0.6935743 0.5542798
50 80 0.01704506 0.01824562 0.008549633 0.009088622 0.0106552 0.01588605 0.03165657 0.03699776 0.001464306 0.001949005 0.00765765 0.01066788 0.0097596 0.01293504 0.4400156 0.4217757 0.646183 0.5661942
50 81 0.003041004 0.004804305 0.001618101 0.003085454 0.05881411 0.06340447 0.05333054 0.05835182 0.00355807 0.003285138 0.008068784 0.008092213 0.009461083 0.009647843 0.5193044 0.4282306 0.5575261 0.5593714
50 82 0.009353043 0.009271789 0.002352371 0.0029555 0.07528637 0.08357935 0.09635324 0.09276102 0.001071819 0.001097505 0.01581625 0.003946333 0.02524562 0.01278215 0.472253 0.4610709 0.7074752 0.5642488
50 83 0.1218265 0.1190959 0.01327597 0.01450285 0.0218563 0.0294064 0.03974661 0.04055109 0.0040845 0.004145263 0.007457746 0.007751973 0.00873599 0.008189292 0.6111251 0.6000087 0.5666281 0.5645436
50 84 0.001624853 0.002063016 0.01068647 0.009286666 0.0754266 0.05436832 0.090442 0.06693692 0.002260198 0.002941897 0.005589701 0.008022503 0.006291157 0.009477598 0.3778563 0.3997234 0.5822912 0.5582139
50 85 0.01172364 0.02172689 0.01665272 0.008848527 0.05991745 0.0707948 0.07871406 0.07247493 0.002251956 0.001948657 0.02262696 0.01840719 1.929377 0.02206754 0.4603091 0.4695109 0.6379213 0.5689693
50 86 0.01979045 0.02108443 0.01603726 0.01403149 0.02599103 0.03239395 0.04714357 0.05474007 0.0006294887 0.0006637351 0.02821074 0.008545837 0.02787548 0.008521057 0.4248886 0.4483851 0.6066018 0.5660989
50 87 0.01639493 0.01317607 0.01936944 0.010556 0.1590246 0.1711866 0.1501736 0.167485 0.001209196 0.001152401 0.003298048 0.002831658 1.994402 0.00871717 0.5617801 0.5010969 0.6507678 0.5613434
50 88 0.01787636 0.01639779 0.05568371 0.04260904 0.3815911 0.3352993 0.3676871 0.313819 0.00138783 0.001765403 0.01728677 0.003311719 0.02441822 0.01077984 0.5638645 0.5850278 0.6634428 0.5712348
50 89 0.0228317 0.02726048 0.005572654 0.004832021 0.04311097 0.1115332 0.06419616 0.1576984 0.0007838899 0.0007633935 0.007138205 0.007596064 1.991308 0.006481461 0.7614216 0.4892849 0.6457284 0.574118
50 90 0.04183153 0.04768627 0.009655639 0.00902272 0.03759512 0.0258808 0.1169141 0.1062957 0.0004676784 0.0005962879 0.01270126 0.007636676 0.01783396 0.01258435 0.5316973 0.5258496 0.5874232 0.5607134
50 91 0.007650318 0.008847257 0.009371001 0.007974261 0.04122254 0.03845616 0.06976978 0.06561901 0.002160854 0.001610895 0.004831471 0.00589567 1.99605 0.01377646 0.4081084 0.4097722 0.6479246 0.5607008
50 92 0.00624812 0.006354771 0.003241636 0.003578636 0.01484808 0.01220507 0.02817724 0.0244047 0.001065619 0.001170223 0.003165013 0.003389108 0.01508827 0.01517108 0.4584542 0.3595283 0.6139496 0.5561189
50 93 0.004310193 0.004111847 0.01052826 0.0132708 0.0227349 0.04230489 0.01531724 0.02821567 0.001008369 0.001211309 0.01202144 0.008449261 1.963459 0.01654922 0.4355377 0.4135845 0.6350286 0.5624801
50 94 0.01842092 0.0111191 0.01435627 0.0102608 0.01496763 0.02215196 0.02089762 0.012244 0.001455595 0.001364668 0.007659861 0.005953992 1.96051 0.01835045 0.423358 0.3955559 0.6322861 0.5654366
50 95 0.006442676 0.01087769 0.001508246 0.001547233 0.01291442 0.01479044 0.0197446 0.01849065 0.0008884972 0.000814961 0.004124226 0.005503305 1.967935 0.01456069 0.3485525 0.391123 0.6311431 0.5630293
50 96 0.03280568 0.03113971 0.002188923 0.008920017 0.01794153 0.01242187 0.0310511 0.03110755 0.002012609 0.00161817 0.01105494 0.01023412 1.965184 0.01851831 0.4721752 0.4687988 0.6335707 0.5563489
50 97 0.01667379 0.02207533 0.004946373 0.005344913 0.006462135 0.006672955 0.02700318 0.02698957 0.0007766203 0.0008838885 0.006618805 0.005944146 1.995184 0.01199079 0.4380325 0.4268327 0.6424802 0.5572419
50 98 0.04980948 0.03058532 0.01328741 0.01281071 0.04543687 0.04554108 0.05274961 0.04687955 0.003281351 0.00261945 0.005343809 0.005435054 1.953565 0.01556735 0.4901573 0.4624075 0.6320704 0.5612295
50 99 0.005510841 0.003959592 0.02025468 0.02218466 0.02161535 0.02619324 0.01409225 0.01317046 0.002796103 0.002046658 0.008920904 0.007303133 1.94033 0.01367534 0.4362142 0.4128961 0.6303251 0.5513944
50 100 0.01249911 0.009821216 0.006067634 0.006520699 0.0475769 0.09183156 0.058356 0.08458011 0.001741936 0.0008840351 0.001645566 0.001351604 0.01592256 0.0100757 0.7593011 0.4645593 0.5998881 0.5654852
100 1 0.004432215 0.00365393 0.002308334 0.002777426 0.02938182 0.02653812 0.0337244 0.03022361 0.0009067538 0.0007909094 0.003210187 0.003306807 1.985228 0.00494496 0.3884016 0.3635327 0.6335289 0.5621237
100 2 0.02856391 0.02832602 0.002946707 0.001886251 0.003441852 0.002628604 0.009130124 0.007856804 0.0007427027 0.0007701443 0.001331784 0.001039707 0.005263683 0.005039322 0.4656488 0.4371027 0.5617262 0.5596617
100 3 0.006891708 0.005915186 0.005024302 0.004115328 0.03739009 0.04141049 0.03121248 0.03725815 0.0006211863 0.0006334282 0.00394582 0.00379566 0.005538697 0.005411956 0.3618443 0.4000395 0.5483354 0.5463274
100 4 0.003170636 0.004240595 0.005290088 0.005372165 0.006391056 0.006392752 0.005325058 0.005231852 0.00134988 0.0004116016 0.01688315 0.002703804 0.01660917 0.00290751 0.3623241 0.3546843 0.6960665 0.5534251
100 5 0.004749674 0.006371893 0.0013933 0.002119652 0.01170257 0.012037 0.01362155 0.01739894 0.001709877 0.001986074 0.006670078 0.004066265 0.008758392 0.005655553 0.4434161 0.3593783 0.597179 0.5642342
100 6 0.01227954 0.01543435 0.005412067 0.005040159 0.01665333 0.02426821 0.05159303 0.05806244 0.002086905 0.002024662 0.00671985 0.008232066 0.01049527 0.01219072 0.3899518 0.4147662 0.5769074 0.5735701
100 7 0.0338005 0.02694865 0.00214727 0.000984231 0.02851326 0.0165274 0.06974662 0.01731056 0.0006444434 0.0008687435 1.668637 0.01334914 1.664565 0.01869668 0.5691354 0.4342577 0.7522674 0.5617511
100 8 0.002223218 0.002785275 0.001311666 0.001484236 0.02830351 0.02590585 0.0307672 0.02927046 0.0020635 0.002077043 0.002277045 0.002490549 0.003464889 0.003760598 0.3913443 0.3547131 0.5598475 0.55978
100 9 0.01307695 0.01116098 0.004327568 0.003621668 0.03850376 0.02717125 0.04680781 0.03874989 0.000542521 0.0005647092 0.002050457 0.001782911 0.00524287 0.005075219 0.3951124 0.406515 0.5663407 0.5640276
100 10 0.04406721 0.04712244 0.008875668 0.005957203 0.002489273 0.002047946 0.02500076 0.02429676 0.002820637 0.002985061 0.005790873 0.00538485 0.006573656 0.005952501 0.5054602 0.4792908 0.5592523 0.5591568
100 11 0.0008218506 0.000803513 0.004820343 0.005320277 0.02935528 0.04037817 0.03950261 0.0484905 0.0005337677 0.0005659269 0.003496308 0.001836627 0.006064841 0.004514488 0.3717713 0.398137 0.577071 0.5638604
100 12 0.009591126 0.008945073 0.01694003 0.01082593 0.01964022 0.01282739 0.003924426 0.003858189 0.0007716705 0.0006510425 0.009087486 0.01149282 0.009117498 0.01151112 0.4020335 0.4065022 0.562886 0.5569761
100 13 0.02657303 0.02008554 0.002197888 0.007688455 0.04967884 0.07110725 0.06327774 0.08611694 0.0008776588 0.0007746572 0.007062467 0.002406865 0.009109259 0.004526318 0.5252869 0.4759707 0.5957947 0.5625128
100 14 0.006461232 0.006482612 0.008933329 0.007656217 0.01901917 0.0234535 0.02896893 0.03180307 0.001999286 0.001606623 0.007224245 0.008119642 1.965393 0.008968285 0.4178454 0.3921485 0.6440566 0.5654998
100 15 0.003957366 0.004610936 0.01540718 0.008885455 0.07293575 0.06675513 0.0586219 0.05813916 0.0003680611 0.0002972961 0.008969423 0.002932217 0.01029528 0.00417186 0.4054911 0.4223302 0.5904851 0.5565793
100 16 0.002194521 0.002250451 0.001272067 0.002135926 0.003335857 0.001836808 0.01643344 0.02149387 0.005538883 0.003906357 0.008355727 0.006694105 0.006807669 0.005622392 0.7254022 0.3088968 0.6026305 0.5609072
100 17 0.01440272 0.01500916 0.007704923 0.00401985 0.01406112 0.01285814 0.01752722 0.01752625 0.001501282 0.001877159 0.008492811 0.005595297 0.01328193 0.01028958 0.4209299 0.3891644 0.7481379 0.5681903
100 18 0.004798211 0.005164027 0.01046195 0.008829834 0.03775772 0.04687889 0.0343686 0.04511363 0.002305221 0.00201584 0.005419892 0.004992992 0.006614013 0.006469786 0.4103589 0.4198797 0.5641846 0.5641129
100 19 0.007093845 0.004698281 0.009172539 0.009536273 0.03115728 0.03113288 0.01790039 0.01766809 0.001078427 0.0007471564 0.00357953 0.003312561 1.990198 0.002797138 0.4018264 0.3900152 0.640551 0.5571394
100 20 0.0050654 0.003266382 0.0009980666 0.00167643 0.002444391 0.007464791 0.01828957 0.02562605 0.0007975576 0.0008849576 0.003547275 0.002933105 1.984039 0.00626338 0.4406055 0.3513303 0.6368735 0.5614945
100 21 0.004398549 0.003274461 0.02259569 0.00542565 0.06614571 0.02855832 0.0438907 0.01777477 0.0004209894 0.0003240794 0.009209572 0.006699617 0.01332747 0.01112597 0.4077931 0.3701692 0.5675264 0.5672154
100 22 0.004772886 0.004238078 0.01077174 0.002840469 0.04120998 0.006865498 0.06275209 0.02473129 0.001676326 0.00115222 0.00347964 0.002980677 0.005090671 0.00534513 0.4247782 0.3337589 0.5799513 0.5630431
100 23 0.003542345 0.004403477 0.002858552 0.003519988 0.04064252 0.03850814 0.05275668 0.05135266 0.0009689529 0.0007730177 0.003009155 0.002957254 0.005839342 0.005726722 0.3729298 0.3934193 0.5677121 0.5530127
100 24 0.01296877 0.0133875 0.05754565 0.03477302 0.06399691 0.0383769 0.01057909 0.008262868 0.0006220419 0.0004987103 0.00403529 0.003824111 1.986517 0.00377529 0.4765372 0.4686779 0.6485083 0.5665861
100 25 0.008028337 0.009323803 0.0142521 0.005733995 0.03637147 0.04511747 0.07243083 0.07328653 0.001416159 0.001242215 0.005476731 0.003460166 1.970692 0.008934674 0.4377237 0.4297177 0.6349645 0.5550328
100 26 0.001761227 0.002381811 0.002590278 0.002539751 0.003121095 0.005399806 0.007215645 0.008833565 0.002267291 0.002367075 0.004625583 0.004909847 0.003604486 0.003775598 0.3302236 0.3407852 0.5704766 0.5565823
100 27 0.03033168 0.02557918 0.04300079 0.03034499 0.06732874 0.05850332 0.03655801 0.02650544 0.001449264 0.001070801 0.009490908 0.002802366 0.01290237 0.005209185 0.5075888 0.5026849 0.8837926 0.5575911
100 28 0.02447448 0.02200557 0.0017242 0.001878067 0.01034095 0.01035253 0.02456834 0.02616192 0.00133952 0.001055296 0.002764177 0.002078521 0.005896985 0.005080245 0.4437294 0.4264164 0.5611082 0.5568815
100 29 0.002653651 0.001672455 0.004896258 0.004162048 0.0287217 0.02759287 0.01805816 0.0203105 0.0005394832 0.000575082 0.002965344 0.0027679 1.994995 0.003271547 0.3562913 0.3496533 0.6294426 0.559333
100 30 0.02567391 0.02349892 0.01305632 0.0122197 0.01007435 0.009775144 0.02587686 0.02378915 0.0004148422 0.0004137645 0.006828885 0.002676295 0.01194234 0.007479926 0.4542286 0.4519224 0.5972501 0.5616973
100 31 0.009665163 0.009073348 0.004016919 0.003545132 0.00349241 0.003828432 0.006051912 0.00602126 0.0002348258 0.00025623 0.01251962 0.003974117 0.01626598 0.007928176 0.3882671 0.3761059 0.5785076 0.5630506
100 32 0.008077335 0.006024925 0.002899346 0.002170735 0.002639488 0.001902286 0.02284181 0.02178784 0.002312006 0.002601535 0.01016249 0.003640928 0.0108187 0.003979809 0.3434607 0.3375557 0.590425 0.5634874
100 33 0.03223159 0.03341787 0.001555194 0.002096166 0.04103744 0.03855165 0.04184754 0.03948007 0.0007024744 0.000530626 0.001909692 0.002130869 1.97833 0.003414499 0.5437266 0.4722469 0.6406716 0.5570143
100 34 0.01117066 0.01183803 0.0148973 0.01505147 0.02851792 0.02930004 0.01086984 0.0121908 0.0009366369 0.000835434 0.005965541 0.006948531 0.009685413 0.01077451 0.4378019 0.4422761 0.5597294 0.5558466
100 35 0.01258448 0.01024809 0.02482012 0.02507069 0.06714745 0.07782515 0.06172525 0.07204174 0.0007146379 0.000756939 0.002399565 0.002387648 0.008108249 0.008023441 0.452298 0.4730204 0.5649862 0.5636811
100 36 0.01077944 0.005985401 0.01789993 0.009804795 0.09167678 0.08663412 0.07337629 0.07809129 0.0007122345 0.0005295613 0.002664378 0.002387452 0.004787673 0.004469977 0.4861913 0.4546173 0.5583247 0.554883
100 37 0.008219204 0.007674073 0.01503132 0.01919832 0.01727011 0.02306441 0.01233001 0.01403518 0.0008906702 0.001022763 0.004299158 0.003057889 0.007791578 0.006768974 0.4376757 0.4379753 0.7318606 0.5538039
100 38 0.00799793 0.008592966 0.003206174 0.004798561 0.1158886 0.1211533 0.1149687 0.1240687 0.001203555 0.0009436565 0.008603721 0.004826678 0.007231104 0.003536161 0.4598783 0.4589092 0.6399617 0.5583573
100 39 0.01385386 0.01724784 0.00622431 0.005727685 0.01941201 0.01781596 0.03419437 0.03626585 0.000811742 0.0007646358 0.002128771 0.001651892 0.007011461 0.006591235 0.4138804 0.4222246 0.564075 0.5607818
100 40 0.02155113 0.01669091 0.008290814 0.007926348 0.008209369 0.007011936 0.02804337 0.02670547 0.0004304194 0.0007140091 0.003850398 0.004439894 1.981873 0.004788037 0.4194274 0.40137 0.7438737 0.5671913
100 41 0.009473967 0.008788565 0.005599675 0.006118223 0.009845602 0.01293578 0.02665658 0.03013231 0.002863188 0.001786754 0.008296533 0.004470346 0.008958455 0.00635868 0.3903774 0.376257 0.6428929 0.5639419
100 42 0.034293 0.02841901 0.01047443 0.009507529 0.01209861 0.01695732 0.08672348 0.03236838 0.0003530413 0.0003070709 0.00493226 0.005232892 1.983923 0.004302417 0.7650088 0.4502136 0.6579633 0.5660006
100 43 0.009398695 0.01419808 0.006223962 0.00237192 0.01895963 0.01174075 0.0277171 0.01716241 0.001877206 0.001483706 0.007028905 0.005172862 0.01120537 0.009602837 0.4168534 0.4073142 0.5538711 0.5536982
